,DateTime,RealPower,EV_Power,Timestamp
19659,2019-06-10 05:15:00,50.059,0.0,1560143700000000000
19658,2019-06-10 05:30:00,52.729,0.0,1560144600000000000
19657,2019-06-10 05:45:00,53.52,0.0,1560145500000000000
19656,2019-06-10 06:00:00,57.515,0.0,1560146400000000000
19655,2019-06-10 06:15:00,57.152,0.0,1560147300000000000
19654,2019-06-10 06:30:00,55.82,0.0,1560148200000000000
19653,2019-06-10 06:45:00,58.638,0.0,1560149100000000000
19652,2019-06-10 07:00:00,57.262,0.0,1560150000000000000
19651,2019-06-10 07:15:00,56.311,1.39,1560150900000000000
19650,2019-06-10 07:30:00,55.596,7.78,1560151800000000000
19649,2019-06-10 07:45:00,57.906,10.45,1560152700000000000
19648,2019-06-10 08:00:00,56.564,13.13,1560153600000000000
19647,2019-06-10 08:15:00,62.997,13.11,1560154500000000000
19646,2019-06-10 08:30:00,67.565,17.0,1560155400000000000
19645,2019-06-10 08:45:00,59.765,21.56,1560156300000000000
19644,2019-06-10 09:00:00,58.609,21.16,1560157200000000000
19643,2019-06-10 09:15:00,58.995,19.41,1560158100000000000
19642,2019-06-10 09:30:00,55.256,17.38,1560159000000000000
19641,2019-06-10 09:45:00,55.728,16.61,1560159900000000000
19640,2019-06-10 10:00:00,57.6,9.0,1560160800000000000
19639,2019-06-10 10:15:00,58.801,6.03,1560161700000000000
19638,2019-06-10 10:30:00,61.382,6.03,1560162600000000000
19637,2019-06-10 10:45:00,60.023,11.69,1560163500000000000
19636,2019-06-10 11:00:00,63.354,13.75,1560164400000000000
19635,2019-06-10 11:15:00,62.932,14.75,1560165300000000000
19634,2019-06-10 11:30:00,63.086,16.74,1560166200000000000
19633,2019-06-10 11:45:00,59.546,16.74,1560167100000000000
19632,2019-06-10 12:00:00,61.443,17.54,1560168000000000000
19631,2019-06-10 12:15:00,64.397,11.83,1560168900000000000
19630,2019-06-10 12:30:00,65.7,24.22,1560169800000000000
19629,2019-06-10 12:45:00,65.888,34.23,1560170700000000000
19628,2019-06-10 13:00:00,69.69,16.62,1560171600000000000
19627,2019-06-10 13:15:00,66.411,24.05,1560172500000000000
19626,2019-06-10 13:30:00,71.959,26.91,1560173400000000000
19625,2019-06-10 13:45:00,66.146,25.12,1560174300000000000
19624,2019-06-10 14:00:00,67.652,27.92,1560175200000000000
19623,2019-06-10 14:15:00,64.423,22.73,1560176100000000000
19622,2019-06-10 14:30:00,61.46,18.15,1560177000000000000
19621,2019-06-10 14:45:00,59.917,6.31,1560177900000000000
19620,2019-06-10 15:00:00,62.822,5.8,1560178800000000000
19619,2019-06-10 15:15:00,61.211,3.54,1560179700000000000
19618,2019-06-10 15:30:00,55.5,11.54,1560180600000000000
19617,2019-06-10 15:45:00,63.062,13.91,1560181500000000000
19616,2019-06-10 16:00:00,60.229,10.24,1560182400000000000
19615,2019-06-10 16:15:00,52.881,7.91,1560183300000000000
19614,2019-06-10 16:30:00,56.263,9.6,1560184200000000000
19613,2019-06-10 16:45:00,57.352,-1.14,1560185100000000000
19612,2019-06-10 17:00:00,57.126,-1.6,1560186000000000000
19611,2019-06-10 17:15:00,52.651,6.0,1560186900000000000
19610,2019-06-10 17:30:00,55.096,6.0,1560187800000000000
19609,2019-06-10 17:45:00,54.987,5.2,1560188700000000000
19608,2019-06-10 18:00:00,58.95,-2.4,1560189600000000000
19607,2019-06-10 18:15:00,58.505,0.4,1560190500000000000
19606,2019-06-10 18:30:00,59.555,0.4,1560191400000000000
19605,2019-06-10 18:45:00,60.518,0.83,1560192300000000000
19604,2019-06-10 19:00:00,60.151,3.21,1560193200000000000
19603,2019-06-10 19:15:00,60.817,3.21,1560194100000000000
19602,2019-06-10 19:30:00,59.093,3.21,1560195000000000000
19601,2019-06-10 19:45:00,56.517,3.21,1560195900000000000
19600,2019-06-10 20:00:00,54.729,3.21,1560196800000000000
19599,2019-06-10 20:15:00,55.226,3.21,1560197700000000000
19598,2019-06-10 20:30:00,53.003,3.21,1560198600000000000
19597,2019-06-10 20:45:00,53.786,2.76,1560199500000000000
19596,2019-06-10 21:00:00,54.075,0.0,1560200400000000000
19595,2019-06-10 21:15:00,54.578,0.0,1560201300000000000
19594,2019-06-10 21:30:00,53.612,0.0,1560202200000000000
19593,2019-06-10 21:45:00,52.193,0.0,1560203100000000000
19592,2019-06-10 22:00:00,51.492,0.0,1560204000000000000
19591,2019-06-10 22:15:00,50.893,0.0,1560204900000000000
19590,2019-06-10 22:30:00,50.543,0.0,1560205800000000000
19589,2019-06-10 22:45:00,49.712,0.0,1560206700000000000
19588,2019-06-10 23:00:00,49.256,1.09,1560207600000000000
19587,2019-06-10 23:15:00,49.624,0.0,1560208500000000000
19586,2019-06-10 23:30:00,49.136,0.0,1560209400000000000
19585,2019-06-10 23:45:00,49.699,0.0,1560210300000000000
19584,2019-06-11 00:00:00,49.841,0.0,1560211200000000000
19583,2019-06-11 00:15:00,49.117,0.0,1560212100000000000
19582,2019-06-11 00:30:00,48.812,0.0,1560213000000000000
19581,2019-06-11 00:45:00,49.629,0.0,1560213900000000000
19580,2019-06-11 01:00:00,49.048,0.0,1560214800000000000
19579,2019-06-11 01:15:00,48.983,0.0,1560215700000000000
19578,2019-06-11 01:30:00,48.833,0.0,1560216600000000000
19577,2019-06-11 01:45:00,49.01,0.0,1560217500000000000
19576,2019-06-11 02:00:00,49.004,0.0,1560218400000000000
19575,2019-06-11 02:15:00,48.304,0.0,1560219300000000000
19574,2019-06-11 02:30:00,48.77,0.0,1560220200000000000
19573,2019-06-11 02:45:00,48.65,0.0,1560221100000000000
19572,2019-06-11 03:00:00,48.45,0.0,1560222000000000000
19571,2019-06-11 03:15:00,48.922,0.0,1560222900000000000
19570,2019-06-11 03:30:00,48.356,0.0,1560223800000000000
19569,2019-06-11 03:45:00,48.132,0.0,1560224700000000000
19568,2019-06-11 04:00:00,48.719,0.0,1560225600000000000
19567,2019-06-11 04:15:00,48.425,0.0,1560226500000000000
19566,2019-06-11 04:30:00,48.23,0.0,1560227400000000000
19565,2019-06-11 04:45:00,48.163,0.0,1560228300000000000
19564,2019-06-11 05:00:00,49.295,0.0,1560229200000000000
19563,2019-06-11 05:15:00,51.394,0.0,1560230100000000000
19562,2019-06-11 05:30:00,51.54,0.0,1560231000000000000
19561,2019-06-11 05:45:00,52.83,0.0,1560231900000000000
19560,2019-06-11 06:00:00,51.161,0.0,1560232800000000000
19559,2019-06-11 06:15:00,50.836,0.0,1560233700000000000
19558,2019-06-11 06:30:00,52.718,0.0,1560234600000000000
19557,2019-06-11 06:45:00,54.065,0.0,1560235500000000000
19556,2019-06-11 07:00:00,56.325,0.0,1560236400000000000
19555,2019-06-11 07:15:00,55.299,0.8,1560237300000000000
19554,2019-06-11 07:30:00,53.169,6.0,1560238200000000000
19553,2019-06-11 07:45:00,54.239,5.6,1560239100000000000
19552,2019-06-11 08:00:00,52.607,7.0,1560240000000000000
19551,2019-06-11 08:15:00,52.798,14.7,1560240900000000000
19550,2019-06-11 08:30:00,49.525,22.21,1560241800000000000
19549,2019-06-11 08:45:00,56.993,22.79,1560242700000000000
19548,2019-06-11 09:00:00,55.855,20.39,1560243600000000000
19547,2019-06-11 09:15:00,56.745,15.14,1560244500000000000
19546,2019-06-11 09:30:00,51.958,20.35,1560245400000000000
19545,2019-06-11 09:45:00,56.361,18.85,1560246300000000000
19544,2019-06-11 10:00:00,51.702,18.85,1560247200000000000
19543,2019-06-11 10:15:00,54.622,12.11,1560248100000000000
19542,2019-06-11 10:30:00,53.568,8.75,1560249000000000000
19541,2019-06-11 10:45:00,57.544,8.98,1560249900000000000
19540,2019-06-11 11:00:00,54.148,25.91,1560250800000000000
19539,2019-06-11 11:15:00,61.206,18.69,1560251700000000000
19538,2019-06-11 11:30:00,55.266,24.12,1560252600000000000
19537,2019-06-11 11:45:00,57.65,19.45,1560253500000000000
19536,2019-06-11 12:00:00,56.73,5.45,1560254400000000000
19535,2019-06-11 12:15:00,56.969,1.45,1560255300000000000
19534,2019-06-11 12:30:00,55.43,17.45,1560256200000000000
19533,2019-06-11 12:45:00,57.341,13.45,1560257100000000000
19532,2019-06-11 13:00:00,57.498,20.01,1560258000000000000
19531,2019-06-11 13:15:00,55.294,13.78,1560258900000000000
19530,2019-06-11 13:30:00,55.034,-1.38,1560259800000000000
19529,2019-06-11 13:45:00,54.768,-3.15,1560260700000000000
19528,2019-06-11 14:00:00,58.238,0.53,1560261600000000000
19527,2019-06-11 14:15:00,55.435,11.49,1560262500000000000
19526,2019-06-11 14:30:00,62.331,7.49,1560263400000000000
19525,2019-06-11 14:45:00,53.404,5.91,1560264300000000000
19524,2019-06-11 15:00:00,57.309,19.61,1560265200000000000
19523,2019-06-11 15:15:00,54.645,20.83,1560266100000000000
19522,2019-06-11 15:30:00,54.772,20.2,1560267000000000000
19521,2019-06-11 15:45:00,59.1,9.7,1560267900000000000
19520,2019-06-11 16:00:00,55.744,13.7,1560268800000000000
19519,2019-06-11 16:15:00,55.234,1.93,1560269700000000000
19518,2019-06-11 16:30:00,52.046,4.5,1560270600000000000
19517,2019-06-11 16:45:00,52.508,4.5,1560271500000000000
19516,2019-06-11 17:00:00,53.37,4.19,1560272400000000000
19515,2019-06-11 17:15:00,53.596,3.31,1560273300000000000
19514,2019-06-11 17:30:00,51.359,7.31,1560274200000000000
19513,2019-06-11 17:45:00,51.819,3.31,1560275100000000000
19512,2019-06-11 18:00:00,57.579,-0.69,1560276000000000000
19511,2019-06-11 18:15:00,58.443,3.31,1560276900000000000
19510,2019-06-11 18:30:00,55.683,3.31,1560277800000000000
19509,2019-06-11 18:45:00,60.03,3.31,1560278700000000000
19508,2019-06-11 19:00:00,53.87,7.88,1560279600000000000
19507,2019-06-11 19:15:00,55.213,9.54,1560280500000000000
19506,2019-06-11 19:30:00,52.047,7.16,1560281400000000000
19505,2019-06-11 19:45:00,56.243,6.23,1560282300000000000
19504,2019-06-11 20:00:00,53.962,6.23,1560283200000000000
19503,2019-06-11 20:15:00,54.233,1.36,1560284100000000000
19502,2019-06-11 20:30:00,54.287,0.0,1560285000000000000
19501,2019-06-11 20:45:00,52.85,0.0,1560285900000000000
19500,2019-06-11 21:00:00,55.892,3.24,1560286800000000000
19499,2019-06-11 21:15:00,54.871,3.24,1560287700000000000
19498,2019-06-11 21:30:00,57.045,3.24,1560288600000000000
19497,2019-06-11 21:45:00,51.799,3.24,1560289500000000000
19496,2019-06-11 22:00:00,54.014,3.24,1560290400000000000
19495,2019-06-11 22:15:00,51.042,3.24,1560291300000000000
19494,2019-06-11 22:30:00,51.666,3.24,1560292200000000000
19493,2019-06-11 22:45:00,50.885,3.24,1560293100000000000
19492,2019-06-11 23:00:00,49.182,2.71,1560294000000000000
19491,2019-06-11 23:15:00,50.591,0.0,1560294900000000000
19490,2019-06-11 23:30:00,49.541,0.0,1560295800000000000
19489,2019-06-11 23:45:00,49.722,0.0,1560296700000000000
19488,2019-06-12 00:00:00,50.704,0.0,1560297600000000000
19487,2019-06-12 00:15:00,49.308,0.0,1560298500000000000
19486,2019-06-12 00:30:00,50.231,0.0,1560299400000000000
19485,2019-06-12 00:45:00,48.796,0.0,1560300300000000000
19484,2019-06-12 01:00:00,49.012,0.0,1560301200000000000
19483,2019-06-12 01:15:00,49.153,0.0,1560302100000000000
19482,2019-06-12 01:30:00,49.028,0.0,1560303000000000000
19481,2019-06-12 01:45:00,49.152,0.0,1560303900000000000
19480,2019-06-12 02:00:00,49.347,0.0,1560304800000000000
19479,2019-06-12 02:15:00,48.844,0.0,1560305700000000000
19478,2019-06-12 02:30:00,49.443,0.0,1560306600000000000
19477,2019-06-12 02:45:00,48.608,0.0,1560307500000000000
19476,2019-06-12 03:00:00,48.319,0.0,1560308400000000000
19475,2019-06-12 03:15:00,48.725,0.0,1560309300000000000
19474,2019-06-12 03:30:00,48.235,0.0,1560310200000000000
19473,2019-06-12 03:45:00,47.984,0.0,1560311100000000000
19472,2019-06-12 04:00:00,48.243,0.0,1560312000000000000
19471,2019-06-12 04:15:00,48.18,0.0,1560312900000000000
19470,2019-06-12 04:30:00,48.211,0.0,1560313800000000000
19469,2019-06-12 04:45:00,47.929,0.0,1560314700000000000
19468,2019-06-12 05:00:00,48.67,0.0,1560315600000000000
19467,2019-06-12 05:15:00,50.026,0.0,1560316500000000000
19466,2019-06-12 05:30:00,49.664,0.0,1560317400000000000
19465,2019-06-12 05:45:00,51.814,0.0,1560318300000000000
19464,2019-06-12 06:00:00,50.85,0.0,1560319200000000000
19463,2019-06-12 06:15:00,52.502,0.0,1560320100000000000
19462,2019-06-12 06:30:00,51.42,0.0,1560321000000000000
19461,2019-06-12 06:45:00,52.135,0.0,1560321900000000000
19460,2019-06-12 07:00:00,51.791,0.0,1560322800000000000
19459,2019-06-12 07:15:00,55.365,0.0,1560323700000000000
19458,2019-06-12 07:30:00,55.249,0.0,1560324600000000000
19457,2019-06-12 07:45:00,55.773,2.45,1560325500000000000
19456,2019-06-12 08:00:00,53.573,13.36,1560326400000000000
19455,2019-06-12 08:15:00,53.244,18.2,1560327300000000000
19454,2019-06-12 08:30:00,54.209,18.4,1560328200000000000
19453,2019-06-12 08:45:00,54.158,21.2,1560329100000000000
19452,2019-06-12 09:00:00,54.48,21.2,1560330000000000000
19451,2019-06-12 09:15:00,55.717,23.14,1560330900000000000
19450,2019-06-12 09:30:00,55.653,27.12,1560331800000000000
19449,2019-06-12 09:45:00,53.042,24.15,1560332700000000000
19448,2019-06-12 10:00:00,54.772,22.14,1560333600000000000
19447,2019-06-12 10:15:00,56.97,15.9,1560334500000000000
19446,2019-06-12 10:30:00,52.846,19.48,1560335400000000000
19445,2019-06-12 10:45:00,55.019,15.81,1560336300000000000
19444,2019-06-12 11:00:00,61.397,10.89,1560337200000000000
19443,2019-06-12 11:15:00,61.923,18.52,1560338100000000000
19442,2019-06-12 11:30:00,66.266,13.86,1560339000000000000
19441,2019-06-12 11:45:00,60.267,12.74,1560339900000000000
19440,2019-06-12 12:00:00,56.134,14.71,1560340800000000000
19439,2019-06-12 12:15:00,58.801,9.54,1560341700000000000
19438,2019-06-12 12:30:00,58.528,7.81,1560342600000000000
19437,2019-06-12 12:45:00,50.832,18.16,1560343500000000000
19436,2019-06-12 13:00:00,62.039,14.62,1560344400000000000
19435,2019-06-12 13:15:00,55.502,21.37,1560345300000000000
19434,2019-06-12 13:30:00,62.16,17.11,1560346200000000000
19433,2019-06-12 13:45:00,59.504,19.01,1560347100000000000
19432,2019-06-12 14:00:00,63.721,20.58,1560348000000000000
19431,2019-06-12 14:15:00,65.761,23.18,1560348900000000000
19430,2019-06-12 14:30:00,61.937,19.13,1560349800000000000
19429,2019-06-12 14:45:00,65.325,12.56,1560350700000000000
19428,2019-06-12 15:00:00,63.7,20.45,1560351600000000000
19427,2019-06-12 15:15:00,59.862,20.85,1560352500000000000
19426,2019-06-12 15:30:00,62.262,21.25,1560353400000000000
19425,2019-06-12 15:45:00,57.211,17.25,1560354300000000000
19424,2019-06-12 16:00:00,57.294,7.81,1560355200000000000
19423,2019-06-12 16:15:00,60.588,3.91,1560356100000000000
19422,2019-06-12 16:30:00,58.132,14.69,1560357000000000000
19421,2019-06-12 16:45:00,57.852,16.75,1560357900000000000
19420,2019-06-12 17:00:00,60.821,16.75,1560358800000000000
19419,2019-06-12 17:15:00,59.613,20.35,1560359700000000000
19418,2019-06-12 17:30:00,52.903,20.75,1560360600000000000
19417,2019-06-12 17:45:00,59.892,12.35,1560361500000000000
19416,2019-06-12 18:00:00,53.626,15.62,1560362400000000000
19415,2019-06-12 18:15:00,60.884,14.83,1560363300000000000
19414,2019-06-12 18:30:00,56.701,8.43,1560364200000000000
19413,2019-06-12 18:45:00,61.74,6.05,1560365100000000000
19412,2019-06-12 19:00:00,59.814,7.74,1560366000000000000
19411,2019-06-12 19:15:00,60.63,8.41,1560366900000000000
19410,2019-06-12 19:30:00,61.284,8.41,1560367800000000000
19409,2019-06-12 19:45:00,58.201,8.41,1560368700000000000
19408,2019-06-12 20:00:00,61.284,8.41,1560369600000000000
19407,2019-06-12 20:15:00,61.037,8.41,1560370500000000000
19406,2019-06-12 20:30:00,62.53,8.41,1560371400000000000
19405,2019-06-12 20:45:00,63.784,8.41,1560372300000000000
19404,2019-06-12 21:00:00,59.53,8.41,1560373200000000000
19403,2019-06-12 21:15:00,58.445,8.41,1560374100000000000
19402,2019-06-12 21:30:00,53.082,6.41,1560375000000000000
19401,2019-06-12 21:45:00,53.475,4.49,1560375900000000000
19400,2019-06-12 22:00:00,51.456,3.22,1560376800000000000
19399,2019-06-12 22:15:00,51.676,3.22,1560377700000000000
19398,2019-06-12 22:30:00,50.723,3.22,1560378600000000000
19397,2019-06-12 22:45:00,51.758,3.22,1560379500000000000
19396,2019-06-12 23:00:00,51.277,3.22,1560380400000000000
19395,2019-06-12 23:15:00,49.987,3.22,1560381300000000000
19394,2019-06-12 23:30:00,50.634,3.22,1560382200000000000
19393,2019-06-12 23:45:00,49.264,0.66,1560383100000000000
19392,2019-06-13 00:00:00,51.221,0.0,1560384000000000000
19391,2019-06-13 00:15:00,50.241,0.0,1560384900000000000
19390,2019-06-13 00:30:00,51.007,0.0,1560385800000000000
19389,2019-06-13 00:45:00,49.238,0.0,1560386700000000000
19388,2019-06-13 01:00:00,49.644,0.0,1560387600000000000
19387,2019-06-13 01:15:00,50.147,0.0,1560388500000000000
19386,2019-06-13 01:30:00,49.869,0.0,1560389400000000000
19385,2019-06-13 01:45:00,49.77,0.0,1560390300000000000
19384,2019-06-13 02:00:00,49.42,0.0,1560391200000000000
19383,2019-06-13 02:15:00,49.781,0.0,1560392100000000000
19382,2019-06-13 02:30:00,49.43,0.0,1560393000000000000
19381,2019-06-13 02:45:00,50.609,0.0,1560393900000000000
19380,2019-06-13 03:00:00,49.573,0.0,1560394800000000000
19379,2019-06-13 03:15:00,49.929,0.0,1560395700000000000
19378,2019-06-13 03:30:00,49.04,0.0,1560396600000000000
19377,2019-06-13 03:45:00,49.07,0.0,1560397500000000000
19376,2019-06-13 04:00:00,48.768,0.0,1560398400000000000
19375,2019-06-13 04:15:00,48.859,0.0,1560399300000000000
19374,2019-06-13 04:30:00,49.748,0.0,1560400200000000000
19373,2019-06-13 04:45:00,49.284,0.0,1560401100000000000
19372,2019-06-13 05:00:00,50.033,0.0,1560402000000000000
19371,2019-06-13 05:15:00,50.335,0.0,1560402900000000000
19370,2019-06-13 05:30:00,52.068,0.0,1560403800000000000
19369,2019-06-13 05:45:00,50.965,0.0,1560404700000000000
19368,2019-06-13 06:00:00,52.93,0.0,1560405600000000000
19367,2019-06-13 06:15:00,50.783,0.0,1560406500000000000
19366,2019-06-13 06:30:00,51.819,0.0,1560407400000000000
19365,2019-06-13 06:45:00,52.009,0.0,1560408300000000000
19364,2019-06-13 07:00:00,52.57,0.0,1560409200000000000
19363,2019-06-13 07:15:00,51.804,0.4,1560410100000000000
19362,2019-06-13 07:30:00,52.681,3.02,1560411000000000000
19361,2019-06-13 07:45:00,57.407,4.84,1560411900000000000
19360,2019-06-13 08:00:00,55.953,12.26,1560412800000000000
19359,2019-06-13 08:15:00,60.595,17.34,1560413700000000000
19358,2019-06-13 08:30:00,57.452,18.42,1560414600000000000
19357,2019-06-13 08:45:00,57.209,18.42,1560415500000000000
19356,2019-06-13 09:00:00,61.411,18.42,1560416400000000000
19355,2019-06-13 09:15:00,56.139,25.4,1560417300000000000
19354,2019-06-13 09:30:00,61.07,17.93,1560418200000000000
19353,2019-06-13 09:45:00,55.309,20.58,1560419100000000000
19352,2019-06-13 10:00:00,56.017,15.01,1560420000000000000
19351,2019-06-13 10:15:00,57.544,13.63,1560420900000000000
19350,2019-06-13 10:30:00,57.804,13.63,1560421800000000000
19349,2019-06-13 10:45:00,50.275,17.63,1560422700000000000
19348,2019-06-13 11:00:00,59.009,13.63,1560423600000000000
19347,2019-06-13 11:15:00,53.637,21.79,1560424500000000000
19346,2019-06-13 11:30:00,59.657,23.48,1560425400000000000
19345,2019-06-13 11:45:00,54.877,28.76,1560426300000000000
19344,2019-06-13 12:00:00,54.832,20.71,1560427200000000000
19343,2019-06-13 12:15:00,55.938,7.11,1560428100000000000
19342,2019-06-13 12:30:00,62.429,7.11,1560429000000000000
19341,2019-06-13 12:45:00,54.986,23.11,1560429900000000000
19340,2019-06-13 13:00:00,63.374,20.66,1560430800000000000
19339,2019-06-13 13:15:00,62.517,19.92,1560431700000000000
19338,2019-06-13 13:30:00,55.137,19.92,1560432600000000000
19337,2019-06-13 13:45:00,63.323,5.52,1560433500000000000
19336,2019-06-13 14:00:00,64.579,2.58,1560434400000000000
19335,2019-06-13 14:15:00,62.657,14.58,1560435300000000000
19334,2019-06-13 14:30:00,59.548,18.58,1560436200000000000
19333,2019-06-13 14:45:00,58.838,12.21,1560437100000000000
19332,2019-06-13 15:00:00,53.356,11.92,1560438000000000000
19331,2019-06-13 15:15:00,58.147,19.92,1560438900000000000
19330,2019-06-13 15:30:00,58.361,19.92,1560439800000000000
19329,2019-06-13 15:45:00,53.814,19.92,1560440700000000000
19328,2019-06-13 16:00:00,56.221,11.92,1560441600000000000
19327,2019-06-13 16:15:00,51.202,5.39,1560442500000000000
19326,2019-06-13 16:30:00,56.553,-1.06,1560443400000000000
19325,2019-06-13 16:45:00,49.922,4.0,1560444300000000000
19324,2019-06-13 17:00:00,54.919,0.0,1560445200000000000
19323,2019-06-13 17:15:00,56.617,0.0,1560446100000000000
19322,2019-06-13 17:30:00,57.481,0.0,1560447000000000000
19321,2019-06-13 17:45:00,57.978,0.0,1560447900000000000
19320,2019-06-13 18:00:00,58.726,0.0,1560448800000000000
19319,2019-06-13 18:15:00,57.78,0.0,1560449700000000000
19318,2019-06-13 18:30:00,58.405,2.07,1560450600000000000
19317,2019-06-13 18:45:00,55.878,9.1,1560451500000000000
19316,2019-06-13 19:00:00,57.1,9.1,1560452400000000000
19315,2019-06-13 19:15:00,57.437,9.1,1560453300000000000
19314,2019-06-13 19:30:00,55.326,9.1,1560454200000000000
19313,2019-06-13 19:45:00,55.515,9.1,1560455100000000000
19312,2019-06-13 20:00:00,56.389,9.1,1560456000000000000
19311,2019-06-13 20:15:00,55.607,9.1,1560456900000000000
19310,2019-06-13 20:30:00,50.415,6.38,1560457800000000000
19309,2019-06-13 20:45:00,53.123,2.46,1560458700000000000
19308,2019-06-13 21:00:00,52.669,0.0,1560459600000000000
19307,2019-06-13 21:15:00,54.792,0.0,1560460500000000000
19306,2019-06-13 21:30:00,53.442,0.0,1560461400000000000
19305,2019-06-13 21:45:00,54.096,0.0,1560462300000000000
19304,2019-06-13 22:00:00,52.766,0.0,1560463200000000000
19303,2019-06-13 22:15:00,52.723,0.0,1560464100000000000
19302,2019-06-13 22:30:00,51.795,0.0,1560465000000000000
19301,2019-06-13 22:45:00,52.879,0.0,1560465900000000000
19300,2019-06-13 23:00:00,50.561,2.65,1560466800000000000
19299,2019-06-13 23:15:00,51.884,3.06,1560467700000000000
19298,2019-06-13 23:30:00,51.62,3.06,1560468600000000000
19297,2019-06-13 23:45:00,49.684,0.71,1560469500000000000
19296,2019-06-14 00:00:00,51.338,0.0,1560470400000000000
19295,2019-06-14 00:15:00,51.4,0.0,1560471300000000000
19294,2019-06-14 00:30:00,49.975,0.0,1560472200000000000
19293,2019-06-14 00:45:00,50.756,0.0,1560473100000000000
19292,2019-06-14 01:00:00,50.095,0.0,1560474000000000000
19291,2019-06-14 01:15:00,49.572,0.0,1560474900000000000
19290,2019-06-14 01:30:00,50.769,0.0,1560475800000000000
19289,2019-06-14 01:45:00,49.969,0.0,1560476700000000000
19288,2019-06-14 02:00:00,49.075,0.0,1560477600000000000
19287,2019-06-14 02:15:00,50.167,0.0,1560478500000000000
19286,2019-06-14 02:30:00,49.203,0.0,1560479400000000000
19285,2019-06-14 02:45:00,49.681,0.0,1560480300000000000
19284,2019-06-14 03:00:00,49.437,0.0,1560481200000000000
19283,2019-06-14 03:15:00,50.133,0.0,1560482100000000000
19282,2019-06-14 03:30:00,48.941,0.0,1560483000000000000
19281,2019-06-14 03:45:00,49.785,0.0,1560483900000000000
19280,2019-06-14 04:00:00,49.297,0.0,1560484800000000000
19279,2019-06-14 04:15:00,48.955,0.0,1560485700000000000
19278,2019-06-14 04:30:00,48.89,0.0,1560486600000000000
19277,2019-06-14 04:45:00,49.64,0.0,1560487500000000000
19276,2019-06-14 05:00:00,49.08,0.0,1560488400000000000
19275,2019-06-14 05:15:00,50.434,0.0,1560489300000000000
19274,2019-06-14 05:30:00,50.267,0.0,1560490200000000000
19273,2019-06-14 05:45:00,50.738,0.0,1560491100000000000
19272,2019-06-14 06:00:00,50.481,0.0,1560492000000000000
19271,2019-06-14 06:15:00,50.694,0.0,1560492900000000000
19270,2019-06-14 06:30:00,50.712,0.0,1560493800000000000
19269,2019-06-14 06:45:00,50.949,0.0,1560494700000000000
19268,2019-06-14 07:00:00,51.488,0.0,1560495600000000000
19267,2019-06-14 07:15:00,50.866,0.0,1560496500000000000
19266,2019-06-14 07:30:00,52.144,5.2,1560497400000000000
19265,2019-06-14 07:45:00,51.669,10.11,1560498300000000000
19264,2019-06-14 08:00:00,52.706,14.95,1560499200000000000
19263,2019-06-14 08:15:00,51.758,19.49,1560500100000000000
19262,2019-06-14 08:30:00,50.727,26.76,1560501000000000000
19261,2019-06-14 08:45:00,52.419,30.85,1560501900000000000
19260,2019-06-14 09:00:00,52.854,30.85,1560502800000000000
19259,2019-06-14 09:15:00,48.096,29.65,1560503700000000000
19258,2019-06-14 09:30:00,45.811,30.05,1560504600000000000
19257,2019-06-14 09:45:00,47.307,26.46,1560505500000000000
19256,2019-06-14 10:00:00,49.455,17.93,1560506400000000000
19255,2019-06-14 10:15:00,48.423,22.51,1560507300000000000
19254,2019-06-14 10:30:00,55.807,11.56,1560508200000000000
19253,2019-06-14 10:45:00,57.677,13.37,1560509100000000000
19252,2019-06-14 11:00:00,58.245,14.89,1560510000000000000
19251,2019-06-14 11:15:00,62.855,18.13,1560510900000000000
19250,2019-06-14 11:30:00,60.571,25.8,1560511800000000000
19249,2019-06-14 11:45:00,58.405,21.73,1560512700000000000
19248,2019-06-14 12:00:00,58.85,17.73,1560513600000000000
19247,2019-06-14 12:15:00,54.648,16.96,1560514500000000000
19246,2019-06-14 12:30:00,57.982,16.38,1560515400000000000
19245,2019-06-14 12:45:00,55.334,17.65,1560516300000000000
19244,2019-06-14 13:00:00,58.402,19.44,1560517200000000000
19243,2019-06-14 13:15:00,56.807,18.31,1560518100000000000
19242,2019-06-14 13:30:00,53.067,13.36,1560519000000000000
19241,2019-06-14 13:45:00,62.659,7.5,1560519900000000000
19240,2019-06-14 14:00:00,57.369,10.11,1560520800000000000
19239,2019-06-14 14:15:00,62.066,6.11,1560521700000000000
19238,2019-06-14 14:30:00,59.77,6.11,1560522600000000000
19237,2019-06-14 14:45:00,52.886,9.71,1560523500000000000
19236,2019-06-14 15:00:00,56.562,10.51,1560524400000000000
19235,2019-06-14 15:15:00,54.696,10.91,1560525300000000000
19234,2019-06-14 15:30:00,56.763,11.31,1560526200000000000
19233,2019-06-14 15:45:00,54.738,9.28,1560527100000000000
19232,2019-06-14 16:00:00,61.405,6.9,1560528000000000000
19231,2019-06-14 16:15:00,61.274,-1.59,1560528900000000000
19230,2019-06-14 16:30:00,58.182,0.0,1560529800000000000
19229,2019-06-14 16:45:00,57.534,4.0,1560530700000000000
19228,2019-06-14 17:00:00,60.64,0.0,1560531600000000000
19227,2019-06-14 17:15:00,60.03,0.0,1560532500000000000
19226,2019-06-14 17:30:00,60.833,0.0,1560533400000000000
19225,2019-06-14 17:45:00,56.825,0.0,1560534300000000000
19224,2019-06-14 18:00:00,58.036,0.0,1560535200000000000
