Date;Min Temp (C);Max Temp (C);Avg Temp (C)
1/07/1939;17.2;24.4;20.8
2/07/1939;18.3;23.3;20.8
3/07/1939;16.7;21.7;19.2
4/07/1939;17.2;21.7;19.45
5/07/1939;17.8;22.2;20
6/07/1939;18.3;22.2;20.25
7/07/1939;16.1;23.9;20
8/07/1939;17.2;23.9;20.55
9/07/1939;18.3;24.4;21.35
10/07/1939;18.3;24.4;21.35
11/07/1939;17.2;26.7;21.95
12/07/1939;17.8;26.1;21.95
13/07/1939;17.2;22.8;20
14/07/1939;16.7;23.3;20
15/07/1939;15.6;21.7;18.65
16/07/1939;15;21.1;18.05
17/07/1939;15.6;20.6;18.1
18/07/1939;16.7;22.2;19.45
19/07/1939;15.6;23.3;19.45
20/07/1939;18.9;23.3;21.1
21/07/1939;17.2;25;21.1
22/07/1939;17.8;24.4;21.1
23/07/1939;17.8;24.4;21.1
24/07/1939;18.3;25.6;21.95
25/07/1939;19.4;26.1;22.75
26/07/1939;17.8;25.6;21.7
27/07/1939;17.8;23.9;20.85
28/07/1939;17.2;25;21.1
29/07/1939;18.3;23.9;21.1
30/07/1939;18.3;24.4;21.35
31/07/1939;18.9;24.4;21.65
1/08/1939;18.3;23.9;21.1
2/08/1939;18.3;25.6;21.95
3/08/1939;19.4;27.8;23.6
4/08/1939;18.3;26.1;22.2
5/08/1939;18.9;25.6;22.25
6/08/1939;18.3;23.9;21.1
7/08/1939;17.8;23.9;20.85
8/08/1939;18.3;23.3;20.8
9/08/1939;18.3;23.3;20.8
10/08/1939;18.3;22.8;20.55
11/08/1939;17.8;23.9;20.85
12/08/1939;18.3;25;21.65
13/08/1939;17.8;22.8;20.3
14/08/1939;17.8;24.4;21.1
15/08/1939;17.8;23.9;20.85
16/08/1939;17.8;23.3;20.55
17/08/1939;17.8;26.1;21.95
18/08/1939;19.4;25;22.2
19/08/1939;18.3;25;21.65
20/08/1939;19.4;23.9;21.65
21/08/1939;18.3;23.9;21.1
22/08/1939;17.8;25;21.4
23/08/1939;18.9;25.6;22.25
24/08/1939;17.8;25;21.4
25/08/1939;18.9;28.9;23.9
26/08/1939;18.9;27.2;23.05
27/08/1939;18.3;26.1;22.2
28/08/1939;18.3;26.7;22.5
29/08/1939;18.9;26.1;22.5
30/08/1939;15.6;27.8;21.7
31/08/1939;15.6;27.8;21.7
1/09/1939;17.2;26.1;21.65
2/09/1939;16.7;23.9;20.3
3/09/1939;17.8;22.8;20.3
4/09/1939;17.8;23.9;20.85
5/09/1939;18.3;25.6;21.95
6/09/1939;17.8;22.2;20
7/09/1939;17.2;25;21.1
8/09/1939;18.3;26.1;22.2
9/09/1939;19.4;26.7;23.05
10/09/1939;20.6;25;22.8
11/09/1939;19.4;26.7;23.05
12/09/1939;16.7;22.2;19.45
13/09/1939;16.1;22.8;19.45
14/09/1939;12.8;22.8;17.8
15/09/1939;13.3;30;21.65
16/09/1939;16.1;31.1;23.6
17/09/1939;18.9;33.9;26.4
18/09/1939;21.1;35;28.05
19/09/1939;21.7;36.1;28.9
20/09/1939;23.3;37.8;30.55
21/09/1939;24.4;41.1;32.75
22/09/1939;22.8;38.9;30.85
23/09/1939;24.4;31.1;27.75
24/09/1939;21.7;29.4;25.55
25/09/1939;18.9;21.1;20
26/09/1939;17.8;23.3;20.55
27/09/1939;15.6;22.8;19.2
28/09/1939;16.7;22.2;19.45
29/09/1939;14.4;22.2;18.3
30/09/1939;15;22.2;18.6
1/10/1939;16.7;23.3;20
2/10/1939;18.3;21.1;19.7
3/10/1939;16.1;21.1;18.6
4/10/1939;10.6;21.7;16.15
5/10/1939;12.8;22.2;17.5
6/10/1939;16.1;21.7;18.9
7/10/1939;13.3;18.3;15.8
8/10/1939;11.1;21.1;16.1
9/10/1939;12.2;26.7;19.45
10/10/1939;13.9;30.6;22.25
11/10/1939;13.3;31.1;22.2
12/10/1939;14.4;34.4;24.4
13/10/1939;15;32.8;23.9
14/10/1939;15.6;32.2;23.9
15/10/1939;15;30.6;22.8
16/10/1939;13.9;25.6;19.75
17/10/1939;13.3;26.1;19.7
18/10/1939;13.3;22.8;18.05
19/10/1939;15.6;22.2;18.9
20/10/1939;14.4;22.8;18.6
21/10/1939;11.1;26.7;18.9
22/10/1939;13.3;22.2;17.75
23/10/1939;16.1;23.9;20
24/10/1939;17.2;21.1;19.15
25/10/1939;14.4;20.6;17.5
26/10/1939;12.8;20.6;16.7
27/10/1939;10;23.3;16.65
28/10/1939;12.2;29.4;20.8
29/10/1939;12.2;30;21.1
30/10/1939;15;31.7;23.35
31/10/1939;16.1;27.2;21.65
1/11/1939;13.3;22.2;17.75
2/11/1939;14.4;20;17.2
3/11/1939;13.9;20.6;17.25
4/11/1939;14.4;20;17.2
5/11/1939;16.7;20;18.35
6/11/1939;15;21.1;18.05
7/11/1939;13.3;23.3;18.3
8/11/1939;15.6;18.9;17.25
9/11/1939;15;19.4;17.2
10/11/1939;11.1;21.1;16.1
11/11/1939;9.4;22.8;16.1
12/11/1939;8.9;26.7;17.8
13/11/1939;12.2;24.4;18.3
14/11/1939;10.6;22.8;16.7
15/11/1939;10.6;21.1;15.85
16/11/1939;11.1;21.1;16.1
17/11/1939;9.4;22.8;16.1
18/11/1939;10.6;25;17.8
19/11/1939;9.4;26.7;18.05
20/11/1939;10.6;28.3;19.45
21/11/1939;10.6;25;17.8
22/11/1939;9.4;27.2;18.3
23/11/1939;10;26.7;18.35
24/11/1939;15.6;22.2;18.9
25/11/1939;11.7;21.7;16.7
26/11/1939;10.6;19.4;15
27/11/1939;10;19.4;14.7
28/11/1939;11.7;20;15.85
29/11/1939;10;20;15
30/11/1939;9.4;20;14.7
1/12/1939;10;22.2;16.1
2/12/1939;10.6;24.4;17.5
3/12/1939;9.4;28.3;18.85
4/12/1939;10;26.1;18.05
5/12/1939;13.3;23.9;18.6
6/12/1939;14.4;22.2;18.3
7/12/1939;11.7;23.3;17.5
8/12/1939;13.3;21.1;17.2
9/12/1939;16.1;20.6;18.35
10/12/1939;11.1;23.3;17.2
11/12/1939;12.2;18.9;15.55
12/12/1939;10;24.4;17.2
13/12/1939;10.6;24.4;17.5
14/12/1939;10.6;23.3;16.95
15/12/1939;10;23.3;16.65
16/12/1939;10;22.2;16.1
17/12/1939;9.4;20;14.7
18/12/1939;9.4;20;14.7
19/12/1939;8.9;22.8;15.85
20/12/1939;7.8;22.2;15
21/12/1939;7.8;21.7;14.75
22/12/1939;10.6;18.9;14.75
23/12/1939;9.4;17.8;13.6
24/12/1939;8.3;16.7;12.5
25/12/1939;7.8;17.8;12.8
26/12/1939;6.1;20;13.05
27/12/1939;6.7;18.3;12.5
28/12/1939;7.8;18.3;13.05
29/12/1939;8.3;19.4;13.85
30/12/1939;9.4;19.4;14.4
31/12/1939;11.1;18.9;15
1/01/1940;13.9;19.4;16.65
2/01/1940;12.8;18.3;15.55
3/01/1940;14.4;18.9;16.65
4/01/1940;14.4;17.2;15.8
5/01/1940;12.8;17.2;15
6/01/1940;11.7;15;13.35
7/01/1940;12.2;17.2;14.7
8/01/1940;13.3;17.8;15.55
9/01/1940;12.8;17.8;15.3
10/01/1940;13.3;18.3;15.8
11/01/1940;13.9;20;16.95
12/01/1940;12.2;17.2;14.7
13/01/1940;7.8;17.8;12.8
14/01/1940;5;18.3;11.65
15/01/1940;4.4;20.6;12.5
16/01/1940;5;22.2;13.6
17/01/1940;6.7;18.9;12.8
18/01/1940;6.7;17.2;11.95
19/01/1940;7.2;17.8;12.5
20/01/1940;6.1;17.2;11.65
21/01/1940;5.6;18.3;11.95
22/01/1940;8.3;18.3;13.3
23/01/1940;10.6;21.1;15.85
24/01/1940;11.7;17.8;14.75
25/01/1940;10;18.3;14.15
26/01/1940;10;19.4;14.7
27/01/1940;10.6;20.6;15.6
28/01/1940;12.8;19.4;16.1
29/01/1940;11.7;22.2;16.95
30/01/1940;12.2;18.3;15.25
31/01/1940;12.8;19.4;16.1
1/02/1940;10;16.1;13.05
2/02/1940;11.1;18.3;14.7
3/02/1940;13.3;17.8;15.55
4/02/1940;12.8;18.3;15.55
5/02/1940;9.4;18.9;14.15
6/02/1940;10;21.1;15.55
7/02/1940;11.1;18.3;14.7
8/02/1940;7.8;18.9;13.35
9/02/1940;6.7;20.6;13.65
10/02/1940;6.7;18.9;12.8
11/02/1940;7.2;17.8;12.5
12/02/1940;9.4;18.9;14.15
13/02/1940;7.2;19.4;13.3
14/02/1940;7.8;16.7;12.25
15/02/1940;9.4;16.7;13.05
16/02/1940;5.6;18.3;11.95
17/02/1940;6.7;18.3;12.5
18/02/1940;9.4;16.7;13.05
19/02/1940;7.8;21.1;14.45
20/02/1940;6.7;24.4;15.55
21/02/1940;11.7;19.4;15.55
22/02/1940;12.8;17.2;15
23/02/1940;14.4;20.6;17.5
24/02/1940;12.8;22.8;17.8
25/02/1940;13.3;18.3;15.8
26/02/1940;12.2;18.3;15.25
27/02/1940;11.1;18.9;15
28/02/1940;9.4;19.4;14.4
29/02/1940;12.8;17.2;15
1/03/1940;10;18.9;14.45
2/03/1940;8.3;20.6;14.45
3/03/1940;8.3;23.3;15.8
4/03/1940;10;23.3;16.65
5/03/1940;9.4;25;17.2
6/03/1940;9.4;25.6;17.5
7/03/1940;10;25;17.5
8/03/1940;8.9;21.1;15
9/03/1940;11.1;17.2;14.15
10/03/1940;12.2;17.8;15
11/03/1940;9.4;16.1;12.75
12/03/1940;6.1;19.4;12.75
13/03/1940;6.1;21.7;13.9
14/03/1940;6.7;27.2;16.95
15/03/1940;7.8;25;16.4
16/03/1940;7.8;21.1;14.45
17/03/1940;12.8;19.4;16.1
18/03/1940;12.2;18.9;15.55
19/03/1940;12.8;21.1;16.95
20/03/1940;13.3;18.9;16.1
21/03/1940;14.4;16.7;15.55
22/03/1940;13.3;18.9;16.1
23/03/1940;13.3;18.3;15.8
24/03/1940;13.9;19.4;16.65
25/03/1940;14.4;20;17.2
26/03/1940;14.4;18.3;16.35
27/03/1940;14.4;18.9;16.65
28/03/1940;11.1;18.9;15
29/03/1940;13.9;20;16.95
30/03/1940;12.8;20.6;16.7
31/03/1940;11.1;18.9;15
1/04/1940;10.6;17.2;13.9
2/04/1940;12.2;19.4;15.8
3/04/1940;10;18.9;14.45
4/04/1940;10.6;19.4;15
5/04/1940;11.1;20;15.55
6/04/1940;11.1;18.9;15
7/04/1940;11.1;20;15.55
8/04/1940;13.3;20;16.65
9/04/1940;14.4;19.4;16.9
10/04/1940;14.4;20.6;17.5
11/04/1940;10.6;32.2;21.4
12/04/1940;13.3;32.8;23.05
13/04/1940;14.4;35;24.7
14/04/1940;15.6;20;17.8
15/04/1940;13.3;17.8;15.55
16/04/1940;11.7;19.4;15.55
17/04/1940;11.7;21.1;16.4
18/04/1940;11.7;23.3;17.5
19/04/1940;11.1;20;15.55
20/04/1940;12.8;21.7;17.25
21/04/1940;13.9;21.1;17.5
22/04/1940;15;21.7;18.35
23/04/1940;14.4;19.4;16.9
24/04/1940;13.3;20;16.65
25/04/1940;13.9;19.4;16.65
26/04/1940;12.2;18.9;15.55
27/04/1940;12.2;19.4;15.8
28/04/1940;12.8;19.4;16.1
29/04/1940;13.3;20.6;16.95
30/04/1940;12.8;23.9;18.35
1/05/1940;13.9;25.6;19.75
2/05/1940;14.4;22.8;18.6
3/05/1940;13.9;21.1;17.5
4/05/1940;13.9;20;16.95
5/05/1940;13.3;20;16.65
6/05/1940;13.3;20.6;16.95
7/05/1940;12.2;22.2;17.2
8/05/1940;13.3;25;19.15
9/05/1940;14.4;26.7;20.55
10/05/1940;16.1;22.8;19.45
11/05/1940;15;22.8;18.9
12/05/1940;15.6;22.2;18.9
13/05/1940;15.6;21.1;18.35
14/05/1940;15.6;22.2;18.9
15/05/1940;15.6;22.8;19.2
16/05/1940;15.6;21.7;18.65
17/05/1940;15;20.6;17.8
18/05/1940;15.6;20;17.8
19/05/1940;16.1;21.1;18.6
20/05/1940;16.1;19.4;17.75
21/05/1940;16.7;19.4;18.05
22/05/1940;16.7;21.7;19.2
23/05/1940;16.7;22.2;19.45
24/05/1940;15.6;21.7;18.65
25/05/1940;15;21.7;18.35
26/05/1940;15;20.6;17.8
27/05/1940;15;18.3;16.65
28/05/1940;13.9;19.4;16.65
29/05/1940;13.3;21.1;17.2
30/05/1940;13.3;22.2;17.75
31/05/1940;12.8;21.7;17.25
1/06/1940;13.9;23.9;18.9
2/06/1940;13.9;21.7;17.8
3/06/1940;15.6;21.1;18.35
4/06/1940;15.6;20.6;18.1
5/06/1940;15.6;21.7;18.65
6/06/1940;16.1;20;18.05
7/06/1940;15.6;18.9;17.25
8/06/1940;16.1;21.7;18.9
9/06/1940;16.1;20;18.05
10/06/1940;16.1;21.7;18.9
11/06/1940;15.6;20.6;18.1
12/06/1940;15;21.1;18.05
13/06/1940;15;22.2;18.6
14/06/1940;15;21.1;18.05
15/06/1940;15;22.2;18.6
16/06/1940;15.6;20.6;18.1
17/06/1940;15.6;20.6;18.1
18/06/1940;14.4;22.8;18.6
19/06/1940;13.9;22.8;18.35
20/06/1940;15.6;20;17.8
21/06/1940;15.6;21.7;18.65
22/06/1940;16.1;22.2;19.15
23/06/1940;16.7;22.2;19.45
24/06/1940;16.1;21.1;18.6
25/06/1940;16.1;21.1;18.6
26/06/1940;15;20.6;17.8
27/06/1940;16.1;23.3;19.7
28/06/1940;15;21.7;18.35
29/06/1940;15.6;22.2;18.9
30/06/1940;17.2;21.1;19.15
1/07/1940;16.1;21.1;18.6
2/07/1940;16.7;21.1;18.9
3/07/1940;16.1;21.1;18.6
4/07/1940;14.4;22.2;18.3
5/07/1940;15;23.9;19.45
6/07/1940;15.6;23.9;19.75
7/07/1940;15.6;24.4;20
8/07/1940;15.6;25.6;20.6
9/07/1940;14.4;27.8;21.1
10/07/1940;16.7;30;23.35
11/07/1940;16.7;29.4;23.05
12/07/1940;16.7;27.2;21.95
13/07/1940;17.2;27.2;22.2
14/07/1940;17.2;25;21.1
15/07/1940;16.7;22.2;19.45
16/07/1940;15.6;22.2;18.9
17/07/1940;17.2;22.2;19.7
18/07/1940;16.1;22.2;19.15
19/07/1940;15.6;22.8;19.2
20/07/1940;14.4;21.7;18.05
21/07/1940;14.4;23.3;18.85
22/07/1940;15;23.9;19.45
23/07/1940;16.7;25;20.85
24/07/1940;17.8;27.8;22.8
25/07/1940;17.8;25;21.4
26/07/1940;17.8;23.3;20.55
27/07/1940;17.8;21.1;19.45
28/07/1940;17.8;23.3;20.55
29/07/1940;17.2;23.9;20.55
30/07/1940;18.3;22.8;20.55
31/07/1940;17.2;23.9;20.55
1/08/1940;16.1;25;20.55
2/08/1940;17.2;23.9;20.55
3/08/1940;17.8;25;21.4
4/08/1940;16.1;25;20.55
5/08/1940;17.8;23.9;20.85
6/08/1940;17.8;23.9;20.85
7/08/1940;18.9;24.4;21.65
8/08/1940;19.4;24.4;21.9
9/08/1940;18.9;23.9;21.4
10/08/1940;18.3;25.6;21.95
11/08/1940;17.8;25.6;21.7
12/08/1940;18.3;23.9;21.1
13/08/1940;17.8;23.9;20.85
14/08/1940;17.2;21.7;19.45
15/08/1940;17.8;23.9;20.85
16/08/1940;17.8;23.3;20.55
17/08/1940;16.7;24.4;20.55
18/08/1940;16.7;25.6;21.15
19/08/1940;17.2;26.7;21.95
20/08/1940;16.7;23.9;20.3
21/08/1940;16.7;23.3;20
22/08/1940;16.7;22.8;19.75
23/08/1940;16.7;22.2;19.45
24/08/1940;17.2;22.8;20
25/08/1940;15.6;22.2;18.9
26/08/1940;15;23.3;19.15
27/08/1940;17.8;22.8;20.3
28/08/1940;17.2;22.8;20
29/08/1940;16.1;23.3;19.7
30/08/1940;17.2;23.3;20.25
31/08/1940;17.2;25.6;21.4
1/09/1940;17.8;22.8;20.3
2/09/1940;17.2;21.1;19.15
3/09/1940;16.7;24.4;20.55
4/09/1940;15.6;23.3;19.45
5/09/1940;15;22.8;18.9
6/09/1940;13.9;23.9;18.9
7/09/1940;16.1;23.9;20
8/09/1940;16.7;25.6;21.15
9/09/1940;16.7;25;20.85
10/09/1940;15.6;25;20.3
11/09/1940;17.2;23.3;20.25
12/09/1940;16.7;23.3;20
13/09/1940;16.1;24.4;20.25
14/09/1940;14.4;24.4;19.4
15/09/1940;17.2;23.9;20.55
16/09/1940;14.4;24.4;19.4
17/09/1940;18.3;25;21.65
18/09/1940;16.7;25;20.85
19/09/1940;17.2;24.4;20.8
20/09/1940;16.7;22.8;19.75
21/09/1940;16.1;22.8;19.45
22/09/1940;17.2;22.2;19.7
23/09/1940;17.8;22.8;20.3
24/09/1940;16.1;23.9;20
25/09/1940;13.9;25;19.45
26/09/1940;18.3;33.9;26.1
27/09/1940;19.4;28.3;23.85
28/09/1940;17.8;23.9;20.85
29/09/1940;16.7;24.4;20.55
30/09/1940;14.4;23.9;19.15
1/10/1940;15.6;23.9;19.75
2/10/1940;16.1;23.9;20
3/10/1940;14.4;22.2;18.3
4/10/1940;16.1;23.3;19.7
5/10/1940;15.6;22.8;19.2
6/10/1940;13.3;22.8;18.05
7/10/1940;16.7;22.2;19.45
8/10/1940;16.7;22.2;19.45
9/10/1940;15.6;22.2;18.9
10/10/1940;13.9;25;19.45
11/10/1940;13.3;28.9;21.1
12/10/1940;15;30;22.5
13/10/1940;15.6;23.9;19.75
14/10/1940;15;22.8;18.9
15/10/1940;15.6;23.3;19.45
16/10/1940;16.1;24.4;20.25
17/10/1940;14.4;26.1;20.25
18/10/1940;16.7;32.8;24.75
19/10/1940;16.7;32.2;24.45
20/10/1940;15;22.8;18.9
21/10/1940;17.2;21.1;19.15
22/10/1940;16.1;22.2;19.15
23/10/1940;14.4;22.8;18.6
24/10/1940;15.6;22.2;18.9
25/10/1940;14.4;21.7;18.05
26/10/1940;13.3;20;16.65
27/10/1940;12.8;20;16.4
28/10/1940;9.4;20;14.7
29/10/1940;10.6;20.6;15.6
30/10/1940;11.1;21.1;16.1
31/10/1940;11.1;24.4;17.75
1/11/1940;11.1;24.4;17.75
2/11/1940;12.2;22.2;17.2
3/11/1940;13.3;20.6;16.95
4/11/1940;10.6;20;15.3
5/11/1940;9.4;20;14.7
6/11/1940;9.4;21.7;15.55
7/11/1940;10;21.7;15.85
8/11/1940;15;21.7;18.35
9/11/1940;14.4;18.3;16.35
10/11/1940;11.1;20;15.55
11/11/1940;9.4;20.6;15
12/11/1940;9.4;23.9;16.65
13/11/1940;12.8;26.7;19.75
14/11/1940;11.1;26.7;18.9
15/11/1940;11.7;31.7;21.7
16/11/1940;13.3;25.6;19.45
17/11/1940;12.8;18.9;15.85
18/11/1940;15;18.9;16.95
19/11/1940;11.1;20;15.55
20/11/1940;7.8;18.9;13.35
21/11/1940;7.2;17.8;12.5
22/11/1940;8.3;20;14.15
23/11/1940;5;20.6;12.8
24/11/1940;6.7;20;13.35
25/11/1940;10;19.4;14.7
26/11/1940;7.2;23.9;15.55
27/11/1940;7.8;23.3;15.55
28/11/1940;8.9;24.4;16.65
29/11/1940;9.4;25.6;17.5
30/11/1940;8.9;22.2;15.55
1/12/1940;8.9;21.7;15.3
2/12/1940;9.4;26.7;18.05
3/12/1940;11.1;28.9;20
4/12/1940;12.8;26.1;19.45
5/12/1940;11.7;23.9;17.8
6/12/1940;8.9;22.8;15.85
7/12/1940;8.3;26.7;17.5
8/12/1940;7.8;22.2;15
9/12/1940;12.2;23.9;18.05
10/12/1940;11.7;20.6;16.15
11/12/1940;13.3;18.9;16.1
12/12/1940;11.7;18.3;15
13/12/1940;10;18.9;14.45
14/12/1940;11.1;20.6;15.85
15/12/1940;9.4;21.7;15.55
16/12/1940;12.8;19.4;16.1
17/12/1940;13.9;20.6;17.25
18/12/1940;11.1;19.4;15.25
19/12/1940;11.7;19.4;15.55
20/12/1940;10;21.1;15.55
21/12/1940;11.1;22.8;16.95
22/12/1940;11.1;20.6;15.85
23/12/1940;14.4;17.2;15.8
24/12/1940;14.4;18.3;16.35
25/12/1940;9.4;18.3;13.85
26/12/1940;6.7;18.9;12.8
27/12/1940;7.8;20.6;14.2
28/12/1940;10;20.6;15.3
29/12/1940;12.2;17.8;15
30/12/1940;11.7;17.8;14.75
31/12/1940;11.7;18.3;15
1/01/1941;9.4;20;14.7
2/01/1941;8.3;19.4;13.85
3/01/1941;7.2;18.3;12.75
4/01/1941;7.8;17.8;12.8
5/01/1941;10.6;16.7;13.65
6/01/1941;11.1;18.3;14.7
7/01/1941;9.4;21.1;15.25
8/01/1941;8.9;21.7;15.3
9/01/1941;13.3;20;16.65
10/01/1941;13.3;19.4;16.35
11/01/1941;11.7;18.3;15
12/01/1941;8.9;19.4;14.15
13/01/1941;8.9;17.2;13.05
14/01/1941;10;17.2;13.6
15/01/1941;8.3;18.3;13.3
16/01/1941;9.4;18.3;13.85
17/01/1941;8.3;20;14.15
18/01/1941;8.3;21.7;15
19/01/1941;7.2;18.9;13.05
20/01/1941;8.3;17.2;12.75
21/01/1941;7.8;17.8;12.8
22/01/1941;10;17.2;13.6
23/01/1941;8.9;16.1;12.5
24/01/1941;11.7;17.8;14.75
25/01/1941;10;18.3;14.15
26/01/1941;10;18.3;14.15
27/01/1941;8.9;19.4;14.15
28/01/1941;13.3;18.9;16.1
29/01/1941;12.8;19.4;16.1
30/01/1941;10;18.3;14.15
31/01/1941;9.4;17.8;13.6
1/02/1941;11.1;18.3;14.7
2/02/1941;8.9;21.7;15.3
3/02/1941;8.9;23.3;16.1
4/02/1941;9.4;23.3;16.35
5/02/1941;8.9;20;14.45
6/02/1941;11.1;16.1;13.6
7/02/1941;8.9;17.2;13.05
8/02/1941;8.9;18.9;13.9
9/02/1941;9.4;19.4;14.4
10/02/1941;11.7;19.4;15.55
11/02/1941;12.2;17.8;15
12/02/1941;12.2;17.8;15
13/02/1941;9.4;17.8;13.6
14/02/1941;10;19.4;14.7
15/02/1941;13.3;19.4;16.35
16/02/1941;12.8;20.6;16.7
17/02/1941;13.3;18.9;16.1
18/02/1941;12.8;19.4;16.1
19/02/1941;12.2;20.6;16.4
20/02/1941;15;19.4;17.2
21/02/1941;13.3;20;16.65
22/02/1941;11.1;18.9;15
23/02/1941;10.6;19.4;15
24/02/1941;12.8;17.2;15
25/02/1941;11.7;18.3;15
26/02/1941;11.1;20.6;15.85
27/02/1941;11.7;26.1;18.9
28/02/1941;13.3;23.3;18.3
1/03/1941;12.2;18.3;15.25
2/03/1941;10.6;18.9;14.75
3/03/1941;8.3;18.9;13.6
4/03/1941;12.8;18.3;15.55
5/03/1941;12.8;18.9;15.85
6/03/1941;8.9;21.1;15
7/03/1941;9.4;25.6;17.5
8/03/1941;11.1;27.8;19.45
9/03/1941;12.8;27.2;20
10/03/1941;13.9;25;19.45
11/03/1941;13.3;21.1;17.2
12/03/1941;13.9;20.6;17.25
13/03/1941;13.3;18.3;15.8
14/03/1941;13.9;19.4;16.65
15/03/1941;13.9;20.6;17.25
16/03/1941;10.6;21.1;15.85
17/03/1941;14.4;20.6;17.5
18/03/1941;13.3;20.6;16.95
19/03/1941;13.3;19.4;16.35
20/03/1941;12.2;18.9;15.55
21/03/1941;9.4;21.1;15.25
22/03/1941;9.4;22.8;16.1
23/03/1941;10;22.8;16.4
24/03/1941;12.2;20.6;16.4
25/03/1941;12.2;22.8;17.5
26/03/1941;11.7;21.7;16.7
27/03/1941;15;21.7;18.35
28/03/1941;13.9;21.1;17.5
29/03/1941;13.9;21.1;17.5
30/03/1941;11.1;22.8;16.95
31/03/1941;11.1;20;15.55
1/04/1941;12.2;19.4;15.8
2/04/1941;12.8;18.3;15.55
3/04/1941;10.6;20.6;15.6
4/04/1941;11.7;22.2;16.95
5/04/1941;11.7;20;15.85
6/04/1941;8.9;21.7;15.3
7/04/1941;9.4;21.1;15.25
8/04/1941;10.6;21.1;15.85
9/04/1941;12.8;19.4;16.1
10/04/1941;12.2;18.9;15.55
11/04/1941;9.4;17.2;13.3
12/04/1941;8.3;16.1;12.2
13/04/1941;12.2;20;16.1
14/04/1941;11.1;20.6;15.85
15/04/1941;13.3;18.9;16.1
16/04/1941;12.2;20.6;16.4
17/04/1941;11.7;21.1;16.4
18/04/1941;10;19.4;14.7
19/04/1941;7.8;20;13.9
20/04/1941;9.4;25;17.2
21/04/1941;10.6;23.3;16.95
22/04/1941;11.1;22.8;16.95
23/04/1941;12.8;20.6;16.7
24/04/1941;14.4;20.6;17.5
25/04/1941;15;19.4;17.2
26/04/1941;15;19.4;17.2
27/04/1941;15;20;17.5
28/04/1941;15.6;21.7;18.65
29/04/1941;15.6;21.7;18.65
30/04/1941;11.1;17.2;14.15
1/05/1941;10;20.6;15.3
2/05/1941;14.4;18.9;16.65
3/05/1941;15;20;17.5
4/05/1941;13.3;22.2;17.75
5/05/1941;13.9;25;19.45
6/05/1941;13.9;27.8;20.85
7/05/1941;15.6;29.4;22.5
8/05/1941;16.1;27.2;21.65
9/05/1941;16.1;22.2;19.15
10/05/1941;16.1;22.2;19.15
11/05/1941;16.7;24.4;20.55
12/05/1941;16.7;24.4;20.55
13/05/1941;15;23.3;19.15
14/05/1941;15.6;22.8;19.2
15/05/1941;14.4;23.3;18.85
16/05/1941;16.1;23.3;19.7
17/05/1941;15.6;21.1;18.35
18/05/1941;15;20;17.5
19/05/1941;12.2;27.2;19.7
20/05/1941;13.3;28.9;21.1
21/05/1941;14.4;29.4;21.9
22/05/1941;15.6;23.9;19.75
23/05/1941;17.2;23.9;20.55
24/05/1941;16.1;23.3;19.7
25/05/1941;15.6;30;22.8
26/05/1941;15.6;26.7;21.15
27/05/1941;14.4;23.9;19.15
28/05/1941;16.7;22.8;19.75
29/05/1941;16.1;22.2;19.15
30/05/1941;15.6;22.2;18.9
31/05/1941;14.4;23.9;19.15
1/06/1941;14.4;23.9;19.15
2/06/1941;15;23.3;19.15
3/06/1941;16.1;22.8;19.45
4/06/1941;15.6;20;17.8
5/06/1941;16.1;23.3;19.7
6/06/1941;16.7;22.2;19.45
7/06/1941;16.1;20.6;18.35
8/06/1941;15;21.1;18.05
9/06/1941;12.8;22.2;17.5
10/06/1941;14.4;22.8;18.6
11/06/1941;15.6;23.3;19.45
12/06/1941;16.1;23.3;19.7
13/06/1941;15.6;18.9;17.25
14/06/1941;15.6;21.1;18.35
15/06/1941;16.1;23.3;19.7
16/06/1941;16.7;23.3;20
17/06/1941;15.6;23.3;19.45
18/06/1941;16.1;23.3;19.7
19/06/1941;16.1;23.3;19.7
20/06/1941;16.1;22.2;19.15
21/06/1941;13.3;23.9;18.6
22/06/1941;16.1;25;20.55
23/06/1941;15.6;26.1;20.85
24/06/1941;15;23.3;19.15
25/06/1941;14.4;24.4;19.4
26/06/1941;16.7;22.8;19.75
27/06/1941;14.4;23.3;18.85
28/06/1941;14.4;22.8;18.6
29/06/1941;16.1;23.3;19.7
30/06/1941;15.6;22.2;18.9
1/07/1941;16.1;23.9;20
2/07/1941;15.6;23.3;19.45
3/07/1941;15.6;23.9;19.75
4/07/1941;14.4;23.9;19.15
5/07/1941;14.4;24.4;19.4
6/07/1941;16.1;23.9;20
7/07/1941;17.2;24.4;20.8
8/07/1941;16.7;24.4;20.55
9/07/1941;17.8;25;21.4
10/07/1941;17.8;25.6;21.7
11/07/1941;16.7;23.9;20.3
12/07/1941;16.1;23.3;19.7
13/07/1941;15.6;23.9;19.75
14/07/1941;17.2;26.1;21.65
15/07/1941;16.7;25.6;21.15
16/07/1941;16.7;25.6;21.15
17/07/1941;17.8;25.6;21.7
18/07/1941;17.8;26.1;21.95
19/07/1941;17.8;26.1;21.95
20/07/1941;16.7;26.1;21.4
21/07/1941;16.7;24.4;20.55
22/07/1941;17.8;25;21.4
23/07/1941;17.8;26.1;21.95
24/07/1941;18.9;25;21.95
25/07/1941;17.8;21.7;19.75
26/07/1941;16.7;23.3;20
