Date;Min Temp (C);Max Temp (C);Avg Temp (C)
8/05/1977;13.3;18.9;16.1
9/05/1977;13.3;17.8;15.55
10/05/1977;13.3;18.3;15.8
11/05/1977;12.8;18.3;15.55
12/05/1977;13.9;17.2;15.55
13/05/1977;13.9;18.9;16.4
14/05/1977;14.4;18.9;16.65
15/05/1977;15;16.7;15.85
16/05/1977;13.9;16.7;15.3
17/05/1977;12.2;19.4;15.8
18/05/1977;12.2;20.6;16.4
19/05/1977;13.9;20;16.95
20/05/1977;14.4;21.7;18.05
21/05/1977;15;20;17.5
22/05/1977;14.4;18.3;16.35
23/05/1977;14.4;17.2;15.8
24/05/1977;14.4;18.3;16.35
25/05/1977;14.4;19.4;16.9
26/05/1977;14.4;20;17.2
27/05/1977;15.6;20.6;18.1
28/05/1977;15.6;18.3;16.95
29/05/1977;15;18.9;16.95
30/05/1977;15;20.6;17.8
31/05/1977;16.1;21.1;18.6
1/06/1977;15.6;21.1;18.35
2/06/1977;15;20;17.5
3/06/1977;15.6;19.4;17.5
4/06/1977;15;21.1;18.05
5/06/1977;17.2;21.1;19.15
6/06/1977;17.2;21.1;19.15
7/06/1977;16.7;20;18.35
8/06/1977;16.7;19.4;18.05
9/06/1977;16.7;20;18.35
10/06/1977;16.7;20.6;18.65
11/06/1977;16.7;20;18.35
12/06/1977;16.7;20;18.35
13/06/1977;16.7;19.4;18.05
14/06/1977;16.7;21.1;18.9
15/06/1977;16.7;21.1;18.9
16/06/1977;16.7;21.7;19.2
17/06/1977;16.1;21.7;18.9
18/06/1977;15.6;21.1;18.35
19/06/1977;16.7;20;18.35
20/06/1977;16.1;20;18.05
21/06/1977;16.1;19.4;17.75
22/06/1977;16.7;20.6;18.65
23/06/1977;17.2;21.1;19.15
24/06/1977;17.8;21.7;19.75
25/06/1977;17.2;20;18.6
26/06/1977;17.2;22.8;20
27/06/1977;17.2;22.2;19.7
28/06/1977;16.7;22.2;19.45
29/06/1977;17.8;23.3;20.55
30/06/1977;17.8;24.4;21.1
1/07/1977;18.9;24.4;21.65
2/07/1977;18.3;26.1;22.2
3/07/1977;17.8;22.8;20.3
4/07/1977;17.8;21.7;19.75
5/07/1977;16.7;22.8;19.75
6/07/1977;16.1;24.4;20.25
7/07/1977;18.3;23.9;21.1
8/07/1977;17.8;23.3;20.55
9/07/1977;17.2;23.9;20.55
10/07/1977;18.3;23.9;21.1
11/07/1977;18.3;22.2;20.25
12/07/1977;18.3;22.8;20.55
13/07/1977;18.3;23.3;20.8
14/07/1977;18.9;23.3;21.1
15/07/1977;19.4;23.3;21.35
16/07/1977;20;26.1;23.05
17/07/1977;20.6;26.7;23.65
18/07/1977;20;25.6;22.8
19/07/1977;18.3;22.8;20.55
20/07/1977;18.3;23.9;21.1
21/07/1977;19.4;25;22.2
22/07/1977;19.4;23.9;21.65
23/07/1977;18.9;23.3;21.1
24/07/1977;20;25.6;22.8
25/07/1977;20;27.8;23.9
26/07/1977;20;30.6;25.3
27/07/1977;19.4;29.4;24.4
28/07/1977;20.6;30;25.3
29/07/1977;21.7;26.7;24.2
30/07/1977;21.7;26.7;24.2
31/07/1977;21.7;27.8;24.75
1/08/1977;21.7;25.6;23.65
2/08/1977;21.7;27.2;24.45
3/08/1977;21.1;27.2;24.15
4/08/1977;21.7;26.7;24.2
5/08/1977;21.1;25.6;23.35
6/08/1977;20.6;24.4;22.5
7/08/1977;20.6;24.4;22.5
8/08/1977;20;24.4;22.2
9/08/1977;20;24.4;22.2
10/08/1977;20;24.4;22.2
11/08/1977;20;24.4;22.2
12/08/1977;20;24.4;22.2
13/08/1977;20;24.4;22.2
14/08/1977;20;25;22.5
15/08/1977;20;25.6;22.8
16/08/1977;22.8;27.2;25
17/08/1977;20.6;23.3;21.95
18/08/1977;20.6;25.6;23.1
19/08/1977;21.1;26.1;23.6
20/08/1977;21.1;27.8;24.45
21/08/1977;20.6;23.3;21.95
22/08/1977;20.6;23.3;21.95
23/08/1977;21.1;23.9;22.5
24/08/1977;20.6;25.6;23.1
25/08/1977;20;25;22.5
26/08/1977;21.1;24.4;22.75
27/08/1977;20.6;23.3;21.95
28/08/1977;20;24.4;22.2
29/08/1977;20.6;25;22.8
30/08/1977;20;23.9;21.95
31/08/1977;20.6;23.9;22.25
1/09/1977;20.6;24.4;22.5
2/09/1977;20;25;22.5
3/09/1977;21.1;25;23.05
4/09/1977;20.6;24.4;22.5
5/09/1977;18.3;25.6;21.95
6/09/1977;20.6;28.9;24.75
7/09/1977;21.7;29.4;25.55
8/09/1977;21.7;27.8;24.75
9/09/1977;21.1;26.1;23.6
10/09/1977;21.1;23.9;22.5
11/09/1977;21.1;24.4;22.75
12/09/1977;21.1;24.4;22.75
13/09/1977;21.1;24.4;22.75
14/09/1977;20.6;23.9;22.25
15/09/1977;20.6;23.9;22.25
16/09/1977;20;22.8;21.4
17/09/1977;17.2;24.4;20.8
18/09/1977;16.7;25;20.85
19/09/1977;18.9;24.4;21.65
20/09/1977;18.3;23.9;21.1
21/09/1977;17.2;23.9;20.55
22/09/1977;18.9;22.8;20.85
23/09/1977;17.8;24.4;21.1
24/09/1977;18.3;26.7;22.5
25/09/1977;19.4;24.4;21.9
26/09/1977;20;25;22.5
27/09/1977;21.1;24.4;22.75
28/09/1977;20;22.8;21.4
29/09/1977;19.4;24.4;21.9
30/09/1977;20;23.3;21.65
1/10/1977;18.3;23.9;21.1
2/10/1977;19.4;23.9;21.65
3/10/1977;18.3;23.9;21.1
4/10/1977;17.8;26.1;21.95
5/10/1977;19.4;26.7;23.05
6/10/1977;20.6;24.4;22.5
7/10/1977;19.4;28.9;24.15
8/10/1977;20;23.9;21.95
9/10/1977;19.4;22.8;21.1
10/10/1977;19.4;22.8;21.1
11/10/1977;18.9;23.9;21.4
12/10/1977;17.8;25.6;21.7
13/10/1977;17.8;23.3;20.55
14/10/1977;17.2;23.9;20.55
15/10/1977;16.7;22.8;19.75
16/10/1977;16.7;23.3;20
17/10/1977;17.2;22.2;19.7
18/10/1977;18.3;21.7;20
19/10/1977;17.2;21.1;19.15
20/10/1977;16.7;20.6;18.65
21/10/1977;15.6;21.7;18.65
22/10/1977;15;23.9;19.45
23/10/1977;18.3;25;21.65
24/10/1977;15.6;25.6;20.6
25/10/1977;15.6;23.9;19.75
26/10/1977;16.1;23.3;19.7
27/10/1977;18.3;22.2;20.25
28/10/1977;16.7;21.1;18.9
29/10/1977;15.6;21.1;18.35
30/10/1977;16.1;21.7;18.9
31/10/1977;14.4;22.2;18.3
1/11/1977;13.9;26.7;20.3
2/11/1977;13.9;28.9;21.4
3/11/1977;15;25;20
4/11/1977;16.7;21.7;19.2
5/11/1977;16.7;21.1;18.9
6/11/1977;13.3;20.6;16.95
7/11/1977;12.8;21.1;16.95
8/11/1977;12.8;21.7;17.25
9/11/1977;12.8;25;18.9
10/11/1977;11.1;27.2;19.15
11/11/1977;12.8;25.6;19.2
12/11/1977;12.2;22.2;17.2
13/11/1977;15;20;17.5
14/11/1977;15;21.1;18.05
15/11/1977;12.8;26.1;19.45
16/11/1977;12.2;23.3;17.75
17/11/1977;11.1;21.7;16.4
18/11/1977;16.7;18.9;17.8
19/11/1977;15;20;17.5
20/11/1977;12.2;17.8;15
21/11/1977;11.1;20;15.55
22/11/1977;9.4;20.6;15
23/11/1977;12.8;21.1;16.95
24/11/1977;11.7;28.3;20
25/11/1977;13.9;28.3;21.1
26/11/1977;15;24.4;19.7
27/11/1977;13.9;20.6;17.25
28/11/1977;15;20.6;17.8
29/11/1977;12.2;28.3;20.25
30/11/1977;12.8;26.1;19.45
1/12/1977;12.8;27.8;20.3
2/12/1977;12.8;25.6;19.2
3/12/1977;12.8;23.3;18.05
4/12/1977;11.1;19.4;15.25
5/12/1977;12.8;18.9;15.85
6/12/1977;11.1;22.2;16.65
7/12/1977;13.3;16.1;14.7
8/12/1977;15;20;17.5
9/12/1977;15.6;18.9;17.25
10/12/1977;13.3;20;16.65
11/12/1977;16.1;18.9;17.5
12/12/1977;14.4;19.4;16.9
13/12/1977;10.6;22.8;16.7
14/12/1977;11.7;21.7;16.7
15/12/1977;15.6;20.6;18.1
16/12/1977;14.4;21.1;17.75
17/12/1977;11.7;19.4;15.55
18/12/1977;14.4;18.9;16.65
19/12/1977;11.1;20.6;15.85
20/12/1977;11.7;24.4;18.05
21/12/1977;14.4;22.2;18.3
22/12/1977;16.1;20;18.05
23/12/1977;16.1;18.3;17.2
24/12/1977;15;20.6;17.8
25/12/1977;17.2;18.3;17.75
26/12/1977;16.7;18.9;17.8
27/12/1977;17.8;21.1;19.45
28/12/1977;17.2;19.4;18.3
29/12/1977;16.7;18.3;17.5
30/12/1977;16.1;20;18.05
31/12/1977;15;18.3;16.65
1/01/1978;12.8;18.9;15.85
2/01/1978;11.7;18.9;15.3
3/01/1978;12.8;16.7;14.75
4/01/1978;14.4;19.4;16.9
5/01/1978;17.2;20;18.6
6/01/1978;16.1;18.9;17.5
7/01/1978;13.9;21.7;17.8
8/01/1978;11.1;22.8;16.95
9/01/1978;14.4;17.2;15.8
10/01/1978;14.4;18.9;16.65
11/01/1978;13.9;18.3;16.1
12/01/1978;11.1;18.9;15
13/01/1978;12.2;20;16.1
14/01/1978;14.4;18.9;16.65
15/01/1978;14.4;18.3;16.35
16/01/1978;12.8;19.4;16.1
17/01/1978;15.6;18.3;16.95
18/01/1978;13.9;19.4;16.65
19/01/1978;15;16.7;15.85
20/01/1978;13.3;19.4;16.35
21/01/1978;10;20;15
22/01/1978;9.4;19.4;14.4
23/01/1978;11.7;18.3;15
24/01/1978;8.3;17.8;13.05
25/01/1978;7.8;20;13.9
26/01/1978;8.3;21.1;14.7
27/01/1978;11.7;22.2;16.95
28/01/1978;11.7;24.4;18.05
29/01/1978;13.3;22.8;18.05
30/01/1978;13.9;16.7;15.3
31/01/1978;13.3;18.3;15.8
1/02/1978;11.7;18.3;15
2/02/1978;13.3;18.9;16.1
3/02/1978;11.1;25;18.05
4/02/1978;13.9;26.7;20.3
5/02/1978;16.1;19.4;17.75
6/02/1978;16.7;17.8;17.25
7/02/1978;15;18.3;16.65
8/02/1978;15;19.4;17.2
9/02/1978;15.6;19.4;17.5
10/02/1978;11.7;17.8;14.75
11/02/1978;11.7;15.6;13.65
12/02/1978;10.6;16.1;13.35
13/02/1978;12.2;16.1;14.15
14/02/1978;12.2;17.8;15
15/02/1978;10;17.2;13.6
16/02/1978;10;18.9;14.45
17/02/1978;10;18.9;14.45
18/02/1978;9.4;20.6;15
19/02/1978;8.9;22.2;15.55
20/02/1978;10;22.8;16.4
21/02/1978;11.1;22.8;16.95
22/02/1978;11.7;25;18.35
23/02/1978;10;18.9;14.45
24/02/1978;13.3;18.3;15.8
25/02/1978;12.8;18.9;15.85
26/02/1978;12.8;17.8;15.3
27/02/1978;13.9;17.8;15.85
28/02/1978;17.8;22.2;20
1/03/1978;16.1;19.4;17.75
2/03/1978;15.6;17.8;16.7
3/03/1978;15;19.4;17.2
4/03/1978;14.4;18.3;16.35
5/03/1978;15;18.9;16.95
6/03/1978;15;20;17.5
7/03/1978;12.8;21.1;16.95
8/03/1978;14.4;21.1;17.75
9/03/1978;12.8;18.9;15.85
10/03/1978;12.8;17.8;15.3
11/03/1978;11.1;17.2;14.15
12/03/1978;11.1;17.2;14.15
13/03/1978;12.2;18.9;15.55
14/03/1978;11.1;20;15.55
15/03/1978;11.7;26.7;19.2
16/03/1978;14.4;32.8;23.6
17/03/1978;15;33.9;24.45
18/03/1978;17.8;22.2;20
19/03/1978;16.7;21.7;19.2
20/03/1978;16.7;20;18.35
21/03/1978;16.1;21.1;18.6
22/03/1978;16.1;19.4;17.75
23/03/1978;15;20.6;17.8
24/03/1978;13.9;21.1;17.5
25/03/1978;13.9;26.1;20
26/03/1978;15;24.4;19.7
27/03/1978;16.1;21.1;18.6
28/03/1978;16.7;21.1;18.9
29/03/1978;17.2;19.4;18.3
30/03/1978;16.1;21.7;18.9
31/03/1978;15.6;20;17.8
1/04/1978;15;21.1;18.05
2/04/1978;15;19.4;17.2
3/04/1978;13.9;19.4;16.65
4/04/1978;15;19.4;17.2
5/04/1978;12.8;20;16.4
6/04/1978;15.6;19.4;17.5
7/04/1978;11.7;17.8;14.75
8/04/1978;11.1;17.2;14.15
9/04/1978;11.1;18.9;15
10/04/1978;13.9;21.1;17.5
11/04/1978;15.6;21.7;18.65
12/04/1978;16.7;20;18.35
13/04/1978;16.7;20;18.35
14/04/1978;16.1;20;18.05
15/04/1978;15.6;21.1;18.35
16/04/1978;13.9;18.9;16.4
17/04/1978;12.2;20.6;16.4
18/04/1978;13.3;23.3;18.3
19/04/1978;16.1;21.1;18.6
20/04/1978;15.6;21.1;18.35
21/04/1978;15;18.9;16.95
22/04/1978;12.8;21.1;16.95
23/04/1978;13.9;22.8;18.35
24/04/1978;13.9;22.2;18.05
25/04/1978;16.7;20.6;18.65
26/04/1978;15;21.1;18.05
27/04/1978;15;21.1;18.05
28/04/1978;15;21.1;18.05
29/04/1978;16.7;20.6;18.65
30/04/1978;16.1;18.3;17.2
1/05/1978;15.6;18.3;16.95
2/05/1978;13.9;20;16.95
3/05/1978;16.1;20.6;18.35
4/05/1978;15.6;18.9;17.25
5/05/1978;16.7;20.6;18.65
6/05/1978;15;22.8;18.9
7/05/1978;15;23.3;19.15
8/05/1978;16.1;26.1;21.1
9/05/1978;16.1;25.6;20.85
10/05/1978;16.1;21.1;18.6
11/05/1978;16.1;22.2;19.15
12/05/1978;16.1;28.3;22.2
13/05/1978;17.8;28.9;23.35
14/05/1978;17.8;22.8;20.3
15/05/1978;18.3;23.9;21.1
16/05/1978;16.7;23.3;20
17/05/1978;15.6;30;22.8
18/05/1978;17.8;29.4;23.6
19/05/1978;18.3;27.8;23.05
20/05/1978;18.3;23.3;20.8
21/05/1978;17.2;22.2;19.7
22/05/1978;17.2;22.2;19.7
23/05/1978;16.7;20.6;18.65
24/05/1978;16.1;21.7;18.9
25/05/1978;14.4;20;17.2
26/05/1978;15;21.7;18.35
27/05/1978;16.1;23.3;19.7
28/05/1978;16.7;28.3;22.5
29/05/1978;19.4;31.1;25.25
30/05/1978;17.8;22.8;20.3
31/05/1978;17.2;21.1;19.15
1/06/1978;17.8;21.1;19.45
2/06/1978;17.8;22.8;20.3
3/06/1978;17.8;23.9;20.85
4/06/1978;17.8;22.8;20.3
5/06/1978;17.8;21.7;19.75
6/06/1978;18.3;23.9;21.1
7/06/1978;18.3;25;21.65
8/06/1978;18.3;24.4;21.35
9/06/1978;17.8;23.9;20.85
10/06/1978;17.8;20;18.9
11/06/1978;17.2;23.3;20.25
12/06/1978;17.8;26.7;22.25
13/06/1978;20;30;25
14/06/1978;18.9;25.6;22.25
15/06/1978;18.3;24.4;21.35
16/06/1978;17.8;25;21.4
17/06/1978;18.3;27.8;23.05
18/06/1978;20;27.8;23.9
19/06/1978;18.9;28.3;23.6
20/06/1978;18.9;27.8;23.35
21/06/1978;19.4;29.4;24.4
22/06/1978;18.9;30;24.45
23/06/1978;20;32.2;26.1
24/06/1978;20.6;28.3;24.45
25/06/1978;18.3;25.6;21.95
26/06/1978;17.8;21.1;19.45
27/06/1978;18.3;22.2;20.25
28/06/1978;18.3;22.8;20.55
29/06/1978;17.8;22.8;20.3
30/06/1978;17.8;24.4;21.1
1/07/1978;17.8;23.3;20.55
2/07/1978;17.2;23.9;20.55
3/07/1978;17.8;25;21.4
4/07/1978;17.8;21.7;19.75
5/07/1978;17.8;22.2;20
6/07/1978;17.8;22.8;20.3
7/07/1978;17.8;23.3;20.55
8/07/1978;17.8;23.9;20.85
9/07/1978;18.3;23.3;20.8
10/07/1978;18.9;23.9;21.4
11/07/1978;19.4;23.3;21.35
12/07/1978;18.9;25;21.95
13/07/1978;18.9;28.3;23.6
14/07/1978;21.1;30;25.55
15/07/1978;21.7;30.6;26.15
16/07/1978;18.9;26.1;22.5
17/07/1978;18.9;22.2;20.55
18/07/1978;19.4;24.4;21.9
19/07/1978;20;25;22.5
20/07/1978;20;25.6;22.8
21/07/1978;18.3;23.9;21.1
22/07/1978;17.2;25;21.1
23/07/1978;19.4;25.6;22.5
24/07/1978;20.6;25;22.8
25/07/1978;20.6;26.1;23.35
26/07/1978;21.1;26.1;23.6
27/07/1978;20.6;26.7;23.65
28/07/1978;21.1;25.6;23.35
29/07/1978;20.6;25.6;23.1
30/07/1978;18.9;23.9;21.4
31/07/1978;18.9;23.3;21.1
1/08/1978;19.4;23.3;21.35
2/08/1978;20;23.9;21.95
3/08/1978;21.1;25.6;23.35
4/08/1978;21.1;26.7;23.9
5/08/1978;21.7;27.8;24.75
6/08/1978;21.7;27.2;24.45
7/08/1978;21.7;27.2;24.45
8/08/1978;21.1;23.9;22.5
9/08/1978;21.1;25;23.05
10/08/1978;21.7;26.7;24.2
11/08/1978;21.7;25.6;23.65
12/08/1978;21.1;25.6;23.35
13/08/1978;21.1;25.6;23.35
14/08/1978;21.1;25.6;23.35
15/08/1978;20;25.6;22.8
16/08/1978;19.4;25;22.2
17/08/1978;18.3;25;21.65
18/08/1978;20;25;22.5
19/08/1978;19.4;24.4;21.9
20/08/1978;20;25.6;22.8
21/08/1978;20.6;25.6;23.1
22/08/1978;18.9;25.6;22.25
23/08/1978;19.4;25.6;22.5
24/08/1978;17.2;25;21.1
25/08/1978;17.8;24.4;21.1
26/08/1978;17.8;25;21.4
27/08/1978;20;25.6;22.8
28/08/1978;19.4;23.9;21.65
29/08/1978;20;23.3;21.65
30/08/1978;20.6;25;22.8
31/08/1978;20.6;25;22.8
1/09/1978;20.6;25;22.8
2/09/1978;20.6;25.6;23.1
3/09/1978;21.1;28.3;24.7
4/09/1978;22.2;28.3;25.25
5/09/1978;20.6;26.1;23.35
6/09/1978;20.6;23.3;21.95
7/09/1978;18.9;23.3;21.1
8/09/1978;17.8;22.8;20.3
9/09/1978;18.3;22.8;20.55
10/09/1978;20;23.9;21.95
11/09/1978;20.6;23.3;21.95
12/09/1978;20;21.1;20.55
13/09/1978;19.4;22.2;20.8
14/09/1978;18.3;22.2;20.25
15/09/1978;16.7;22.8;19.75
16/09/1978;19.4;22.2;20.8
17/09/1978;20;22.2;21.1
18/09/1978;17.8;23.3;20.55
19/09/1978;15.6;27.8;21.7
20/09/1978;15.6;30;22.8
21/09/1978;15;30.6;22.8
22/09/1978;17.2;31.1;24.15
23/09/1978;20.6;35;27.8
24/09/1978;22.2;37.2;29.7
25/09/1978;23.3;38.3;30.8
26/09/1978;22.8;33.9;28.35
27/09/1978;22.8;28.9;25.85
28/09/1978;21.1;29.4;25.25
29/09/1978;21.7;29.4;25.55
30/09/1978;20.6;26.1;23.35
1/10/1978;21.1;25.6;23.35
2/10/1978;20;22.8;21.4
3/10/1978;18.9;24.4;21.65
4/10/1978;20.6;23.3;21.95
5/10/1978;20;23.3;21.65
6/10/1978;20;23.3;21.65
7/10/1978;19.4;24.4;21.9
8/10/1978;19.4;23.9;21.65
9/10/1978;19.4;26.1;22.75
10/10/1978;18.9;26.1;22.5
11/10/1978;19.4;25;22.2
12/10/1978;17.8;24.4;21.1
13/10/1978;18.3;24.4;21.35
14/10/1978;18.3;28.9;23.6
15/10/1978;16.1;24.4;20.25
16/10/1978;18.3;21.7;20
17/10/1978;18.3;21.7;20
18/10/1978;16.7;23.3;20
19/10/1978;16.7;25;20.85
20/10/1978;20;25;22.5
21/10/1978;20;21.7;20.85
22/10/1978;18.3;22.8;20.55
23/10/1978;15;31.7;23.35
24/10/1978;20;22.8;21.4
25/10/1978;18.3;22.8;20.55
26/10/1978;16.7;23.3;20
27/10/1978;16.7;22.8;19.75
28/10/1978;17.8;22.8;20.3
29/10/1978;16.1;21.1;18.6
30/10/1978;18.3;21.1;19.7
31/10/1978;16.7;21.1;18.9
1/11/1978;14.4;20.6;17.5
2/11/1978;13.9;21.1;17.5
3/11/1978;12.8;23.3;18.05
4/11/1978;13.9;26.1;20
5/11/1978;17.2;21.1;19.15
6/11/1978;15.6;23.3;19.45
7/11/1978;13.9;24.4;19.15
8/11/1978;13.9;23.3;18.6
9/11/1978;16.7;20.6;18.65
10/11/1978;14.4;20.6;17.5
11/11/1978;12.2;16.1;14.15
12/11/1978;11.7;17.2;14.45
13/11/1978;12.2;16.7;14.45
14/11/1978;11.7;17.8;14.75
15/11/1978;9.4;18.9;14.15
16/11/1978;9.4;20;14.7
17/11/1978;10;19.4;14.7
18/11/1978;10.6;22.8;16.7
19/11/1978;12.2;19.4;15.8
20/11/1978;14.4;18.3;16.35
21/11/1978;14.4;18.9;16.65
22/11/1978;13.9;18.9;16.4
23/11/1978;13.3;21.1;17.2
24/11/1978;13.9;16.7;15.3
25/11/1978;14.4;18.3;16.35
26/11/1978;13.3;18.3;15.8
27/11/1978;10;20;15
28/11/1978;8.9;20;14.45
29/11/1978;9.4;20.6;15
30/11/1978;10.6;21.1;15.85
1/12/1978;12.2;17.8;15
2/12/1978;11.1;19.4;15.25
3/12/1978;8.3;19.4;13.85
4/12/1978;8.3;19.4;13.85
5/12/1978;10;16.7;13.35
6/12/1978;5.6;13.3;9.45
7/12/1978;3.3;12.8;8.05
8/12/1978;1.1;13.3;7.2
9/12/1978;3.3;14.4;8.85
10/12/1978;5.6;22.8;14.2
11/12/1978;10;23.9;16.95
12/12/1978;8.9;21.1;15
13/12/1978;7.2;23.3;15.25
14/12/1978;7.8;22.2;15
15/12/1978;8.3;18.9;13.6
16/12/1978;8.3;17.2;12.75
17/12/1978;12.2;16.7;14.45
18/12/1978;12.8;16.1;14.45
19/12/1978;8.9;14.4;11.65
20/12/1978;6.1;17.2;11.65
21/12/1978;5.6;16.7;11.15
22/12/1978;6.1;17.8;11.95
23/12/1978;6.7;17.8;12.25
24/12/1978;7.8;18.3;13.05
25/12/1978;8.3;16.1;12.2
26/12/1978;7.2;16.1;11.65
27/12/1978;6.7;17.2;11.95
28/12/1978;13.3;16.7;15
29/12/1978;12.8;17.2;15
30/12/1978;8.3;17.8;13.05
31/12/1978;8.3;17.8;13.05
1/01/1979;6.1;20;13.05
2/01/1979;7.8;18.9;13.35
3/01/1979;10.6;20;15.3
4/01/1979;8.9;19.4;14.15
5/01/1979;15.6;17.2;16.4
6/01/1979;15;17.2;16.1
7/01/1979;13.3;17.8;15.55
8/01/1979;11.7;17.8;14.75
9/01/1979;12.8;15.6;14.2
10/01/1979;10;18.3;14.15
11/01/1979;10;17.8;13.9
12/01/1979;13.9;18.3;16.1
13/01/1979;9.4;21.7;15.55
14/01/1979;12.2;18.3;15.25
15/01/1979;13.3;16.7;15
16/01/1979;13.9;20;16.95
17/01/1979;13.3;17.2;15.25
18/01/1979;11.7;16.1;13.9
19/01/1979;8.9;16.1;12.5
20/01/1979;7.2;17.8;12.5
21/01/1979;10.6;16.7;13.65
22/01/1979;10.6;16.7;13.65
23/01/1979;9.4;17.8;13.6
24/01/1979;11.7;16.1;13.9
25/01/1979;11.7;14.4;13.05
26/01/1979;8.3;15;11.65
27/01/1979;5.6;15.6;10.6
28/01/1979;6.1;13.3;9.7
29/01/1979;4.4;13.3;8.85
30/01/1979;8.3;14.4;11.35
31/01/1979;11.1;16.1;13.6
1/02/1979;9.4;15;12.2
2/02/1979;9.4;14.4;11.9
3/02/1979;9.4;16.1;12.75
4/02/1979;6.1;16.7;11.4
5/02/1979;6.1;18.3;12.2
6/02/1979;7.2;17.2;12.2
7/02/1979;8.9;18.9;13.9
8/02/1979;8.3;16.1;12.2
9/02/1979;8.9;17.8;13.35
10/02/1979;7.2;20;13.6
11/02/1979;9.4;21.1;15.25
12/02/1979;8.9;21.1;15
13/02/1979;10;20.6;15.3
14/02/1979;12.2;17.2;14.7
15/02/1979;8.9;16.1;12.5
16/02/1979;12.2;17.8;15
17/02/1979;10.6;18.3;14.45
18/02/1979;9.4;18.9;14.15
19/02/1979;10;17.8;13.9
20/02/1979;12.2;17.2;14.7
21/02/1979;12.2;17.2;14.7
22/02/1979;12.8;16.7;14.75
23/02/1979;12.2;16.7;14.45
24/02/1979;9.4;20;14.7
25/02/1979;10;20.6;15.3
26/02/1979;11.7;17.2;14.45
27/02/1979;11.1;18.3;14.7
28/02/1979;10;17.2;13.6
1/03/1979;11.1;15;13.05
2/03/1979;8.3;16.1;12.2
3/03/1979;7.8;18.3;13.05
4/03/1979;9.4;21.1;15.25
5/03/1979;10.6;25;17.8
6/03/1979;13.3;28.9;21.1
7/03/1979;13.3;28.9;21.1
8/03/1979;13.3;20;16.65
9/03/1979;13.9;18.9;16.4
10/03/1979;13.9;19.4;16.65
11/03/1979;12.8;20.6;16.7
12/03/1979;12.8;21.7;17.25
13/03/1979;15;18.9;16.95
14/03/1979;13.3;18.9;16.1
15/03/1979;13.9;18.9;16.4
16/03/1979;12.8;16.7;14.75
17/03/1979;11.7;16.1;13.9
18/03/1979;11.1;16.1;13.6
19/03/1979;11.7;15;13.35
20/03/1979;11.1;15;13.05
21/03/1979;12.2;16.7;14.45
22/03/1979;12.8;19.4;16.1
23/03/1979;10;18.3;14.15
24/03/1979;10.6;21.1;15.85
25/03/1979;12.8;18.9;15.85
26/03/1979;15;18.9;16.95
27/03/1979;15;16.1;15.55
28/03/1979;12.8;17.8;15.3
29/03/1979;11.7;17.8;14.75
30/03/1979;11.1;17.8;14.45
31/03/1979;11.1;20.6;15.85
1/04/1979;11.1;21.7;16.4
2/04/1979;12.8;20;16.4
3/04/1979;13.3;22.8;18.05
4/04/1979;13.3;24.4;18.85
5/04/1979;13.9;23.3;18.6
6/04/1979;15.6;18.9;17.25
7/04/1979;15.6;19.4;17.5
8/04/1979;15.6;19.4;17.5
9/04/1979;15;16.1;15.55
10/04/1979;14.4;19.4;16.9
11/04/1979;13.3;19.4;16.35
12/04/1979;13.9;22.2;18.05
13/04/1979;13.9;23.9;18.9
14/04/1979;15;20.6;17.8
15/04/1979;15.6;20.6;18.1
16/04/1979;15.6;20;17.8
17/04/1979;14.4;18.3;16.35
18/04/1979;13.3;19.4;16.35
19/04/1979;11.7;20;15.85
20/04/1979;13.3;22.2;17.75
21/04/1979;12.8;22.2;17.5
22/04/1979;12.8;20.6;16.7
23/04/1979;13.3;21.1;17.2
24/04/1979;12.8;21.1;16.95
25/04/1979;13.3;23.3;18.3
26/04/1979;15;23.3;19.15
27/04/1979;15;22.2;18.6
28/04/1979;14.4;20;17.2
29/04/1979;15;20.6;17.8
30/04/1979;16.1;18.9;17.5
1/05/1979;15.6;20;17.8
2/05/1979;13.9;19.4;16.65
3/05/1979;16.1;21.1;18.6
4/05/1979;15.6;20.6;18.1
5/05/1979;15;20.6;17.8
6/05/1979;16.1;20;18.05
7/05/1979;15.6;19.4;17.5
8/05/1979;15;18.3;16.65
9/05/1979;12.8;19.4;16.1
10/05/1979;12.8;22.2;17.5
11/05/1979;14.4;27.2;20.8
12/05/1979;16.1;31.1;23.6
13/05/1979;17.8;34.4;26.1
14/05/1979;16.1;25;20.55
15/05/1979;16.1;18.9;17.5
16/05/1979;16.1;18.9;17.5
17/05/1979;16.1;18.9;17.5
18/05/1979;15;21.1;18.05
19/05/1979;16.1;17.8;16.95
20/05/1979;15.6;19.4;17.5
21/05/1979;17.2;21.7;19.45
22/05/1979;16.7;22.2;19.45
23/05/1979;17.2;21.7;19.45
24/05/1979;16.7;19.4;18.05
25/05/1979;16.7;20.6;18.65
26/05/1979;16.7;21.1;18.9
27/05/1979;17.2;20;18.6
28/05/1979;17.2;20;18.6
29/05/1979;16.7;19.4;18.05
30/05/1979;16.7;21.7;19.2
31/05/1979;17.2;18.9;18.05
1/06/1979;17.2;21.1;19.15
2/06/1979;17.2;18.3;17.75
3/06/1979;17.8;20;18.9
4/06/1979;16.7;18.9;17.8
5/06/1979;16.7;18.9;17.8
6/06/1979;16.7;17.8;17.25
