Power Building,day,Hour,month,minute
51.857,14,20,10,0
53.034,14,19,10,45
51.501,14,19,10,30
51.953,14,19,10,15
52.246,14,19,10,0
51.996,14,18,10,45
53.345,14,18,10,30
52.01,14,18,10,15
51.418,14,18,10,0
47.088,14,17,10,45
46.795,14,17,10,30
45.039,14,17,10,15
45.267,14,17,10,0
46.243,14,16,10,45
52.262,14,16,10,30
48.27,14,16,10,15
49.586,14,16,10,0
50.974,14,15,10,45
52.923,14,15,10,30
50.357,14,15,10,15
52.688,14,15,10,0
50.3,14,14,10,45
51.781,14,14,10,30
50.25,14,14,10,15
54.528,14,14,10,0
48.882,14,13,10,45
50.334,14,13,10,30
48.372,14,13,10,15
51.732,14,13,10,0
46.798,14,12,10,45
52.47,14,12,10,30
46.354,14,12,10,15
53.375,14,12,10,0
47.937,14,11,10,45
50.329,14,11,10,30
50.645,14,11,10,15
50.065,14,11,10,0
55.283,14,10,10,45
49.884,14,10,10,30
54.365,14,10,10,15
51.736,14,10,10,0
49.508,14,9,10,45
47.288,14,9,10,30
53.416,14,9,10,15
52.301,14,9,10,0
52.857,14,8,10,45
51.695,14,8,10,30
45.597,14,8,10,15
48.721,14,8,10,0
48.594,14,7,10,45
51.647,14,7,10,30
47.919,14,7,10,15
44.61,14,7,10,0
41.124,14,6,10,45
41.298,14,6,10,30
41.939,14,6,10,15
41.221,14,6,10,0
41.073,14,5,10,45
40.494,14,5,10,30
40.547,14,5,10,15
40.772,14,5,10,0
40.809,14,4,10,45
40.652,14,4,10,30
41.434,14,4,10,15
48.511,14,4,10,0
48.099,14,3,10,45
48.466,14,3,10,30
48.06,14,3,10,15
48.192,14,3,10,0
47.794,14,2,10,45
47.858,14,2,10,30
48.2,14,2,10,15
48.321,14,2,10,0
48.352,14,1,10,45
48.684,14,1,10,30
48.444,14,1,10,15
48.568,14,1,10,0
48.288,14,0,10,45
48.243,14,0,10,30
48.9,14,0,10,15
49.211,14,0,10,0
49.275,13,23,10,45
48.965,13,23,10,30
49.511,13,23,10,15
49.043,13,23,10,0
49.098,13,22,10,45
49.572,13,22,10,30
50.126,13,22,10,15
49.431,13,22,10,0
50.015,13,21,10,45
50.022,13,21,10,30
50.395,13,21,10,15
49.772,13,21,10,0
49.935,13,20,10,45
49.541,13,20,10,30
49.739,13,20,10,15
49.731,13,20,10,0
49.597,13,19,10,45
49.157,13,19,10,30
49.658,13,19,10,15
49.257,13,19,10,0
49.162,13,18,10,45
49.574,13,18,10,30
49.795,13,18,10,15
49.448,13,18,10,0
47.315,13,17,10,45
46.067,13,17,10,30
46.887,13,17,10,15
46.977,13,17,10,0
47.167,13,16,10,45
46.398,13,16,10,30
46.926,13,16,10,15
45.135,13,16,10,0
44.078,13,15,10,45
46.909,13,15,10,30
47.342,13,15,10,15
47.741,13,15,10,0
47.615,13,14,10,45
47.371,13,14,10,30
46.565,13,14,10,15
46.94,13,14,10,0
46.664,13,13,10,45
46.835,13,13,10,30
47.432,13,13,10,15
47.168,13,13,10,0
47.402,13,12,10,45
45.96,13,12,10,30
46.02,13,12,10,15
45.756,13,12,10,0
45.947,13,11,10,45
45.724,13,11,10,30
44.978,13,11,10,15
45.567,13,11,10,0
46.045,13,10,10,45
45.696,13,10,10,30
45.831,13,10,10,15
46.173,13,10,10,0
45.567,13,9,10,45
45.575,13,9,10,30
45.499,13,9,10,15
45.368,13,9,10,0
45.777,13,8,10,45
45.56,13,8,10,30
45.48,13,8,10,15
46.269,13,8,10,0
48.012,13,7,10,45
48.113,13,7,10,30
48.102,13,7,10,15
48.245,13,7,10,0
48.143,13,6,10,45
49.276,13,6,10,30
50.859,13,6,10,15
53.376,13,6,10,0
53.303,13,5,10,45
53.301,13,5,10,30
53.342,13,5,10,15
53.459,13,5,10,0
53.616,13,4,10,45
53.889,13,4,10,30
54.113,13,4,10,15
54.419,13,4,10,0
54.4,13,3,10,45
53.869,13,3,10,30
54.217,13,3,10,15
54.285,13,3,10,0
54.433,13,2,10,45
54.347,13,2,10,30
54.556,13,2,10,15
55.13,13,2,10,0
54.506,13,1,10,45
54.386,13,1,10,30
54.475,13,1,10,15
54.809,13,1,10,0
54.92,13,0,10,45
55.114,13,0,10,30
54.781,13,0,10,15
54.83,13,0,10,0
54.795,12,23,10,45
55.227,12,23,10,30
55.774,12,23,10,15
54.371,12,23,10,0
53.527,12,22,10,45
50.198,12,22,10,30
50.255,12,22,10,15
50.262,12,22,10,0
49.239,12,21,10,45
48.236,12,21,10,30
48.549,12,21,10,15
48.92,12,21,10,0
48.505,12,20,10,45
48.086,12,20,10,30
48.258,12,20,10,15
48.564,12,20,10,0
49.006,12,19,10,45
49.461,12,19,10,30
48.935,12,19,10,15
49.6,12,19,10,0
48.854,12,18,10,45
48.782,12,18,10,30
48.062,12,18,10,15
47.432,12,18,10,0
46.378,12,17,10,45
46.087,12,17,10,30
44.841,12,17,10,15
44.809,12,17,10,0
46.297,12,16,10,45
46.056,12,16,10,30
45.474,12,16,10,15
43.86,12,16,10,0
42.431,12,15,10,45
46.442,12,15,10,30
46.92,12,15,10,15
46.842,12,15,10,0
46.327,12,14,10,45
46.307,12,14,10,30
45.496,12,14,10,15
45.611,12,14,10,0
45.766,12,13,10,45
45.677,12,13,10,30
44.657,12,13,10,15
45.878,12,13,10,0
46.666,12,12,10,45
46.679,12,12,10,30
45.699,12,12,10,15
45.946,12,12,10,0
46.709,12,11,10,45
45.886,12,11,10,30
46.261,12,11,10,15
45.873,12,11,10,0
46.52,12,10,10,45
45.626,12,10,10,30
45.878,12,10,10,15
46.608,12,10,10,0
45.695,12,9,10,45
45.665,12,9,10,30
45.72,12,9,10,15
45.964,12,9,10,0
45.448,12,8,10,45
46.478,12,8,10,30
46.047,12,8,10,15
45.922,12,8,10,0
45.219,12,7,10,45
47.923,12,7,10,30
47.833,12,7,10,15
48.067,12,7,10,0
47.458,12,6,10,45
47.44,12,6,10,30
47.267,12,6,10,15
47.157,12,6,10,0
47.004,12,5,10,45
47.113,12,5,10,30
47.117,12,5,10,15
47.173,12,5,10,0
47.464,12,4,10,45
47.287,12,4,10,30
47.283,12,4,10,15
47.227,12,4,10,0
47.099,12,3,10,45
47.185,12,3,10,30
47.3,12,3,10,15
47.597,12,3,10,0
47.466,12,2,10,45
47.423,12,2,10,30
47.754,12,2,10,15
47.826,12,2,10,0
47.603,12,1,10,45
47.65,12,1,10,30
48.122,12,1,10,15
48.348,12,1,10,0
48.077,12,0,10,45
48.653,12,0,10,30
48.561,12,0,10,15
49.12,12,0,10,0
49.097,11,23,10,45
49.507,11,23,10,30
49.701,11,23,10,15
49.007,11,23,10,0
49.453,11,22,10,45
49.492,11,22,10,30
50.055,11,22,10,15
49.644,11,22,10,0
50.543,11,21,10,45
50.261,11,21,10,30
50.896,11,21,10,15
50.498,11,21,10,0
50.71,11,20,10,45
50.68,11,20,10,30
50.587,11,20,10,15
50.446,11,20,10,0
50.857,11,19,10,45
51.162,11,19,10,30
50.536,11,19,10,15
49.019,11,19,10,0
49.977,11,18,10,45
49.942,11,18,10,30
46.802,11,18,10,15
44.535,11,18,10,0
47.038,11,17,10,45
49.695,11,17,10,30
50.623,11,17,10,15
49.136,11,17,10,0
48.872,11,16,10,45
47.329,11,16,10,30
48.2,11,16,10,15
47.409,11,16,10,0
47.168,11,15,10,45
46.602,11,15,10,30
47.193,11,15,10,15
47.563,11,15,10,0
49.802,11,14,10,45
48.419,11,14,10,30
47.098,11,14,10,15
45.835,11,14,10,0
45.093,11,13,10,45
44.718,11,13,10,30
45.436,11,13,10,15
46.937,11,13,10,0
49.016,11,12,10,45
46.319,11,12,10,30
45.008,11,12,10,15
46.824,11,12,10,0
49.432,11,11,10,45
48.701,11,11,10,30
47.138,11,11,10,15
48.208,11,11,10,0
51.879,11,10,10,45
54.737,11,10,10,30
36.325,11,10,10,15
48.071,11,10,10,0
49.595,11,9,10,45
57.088,11,9,10,30
48.813,11,9,10,15
45.51,11,9,10,0
48.155,11,8,10,45
46.569,11,8,10,30
45.968,11,8,10,15
46.843,11,8,10,0
45.145,11,7,10,45
47.79,11,7,10,30
48.394,11,7,10,15
48.726,11,7,10,0
48.741,11,6,10,45
48.155,11,6,10,30
47.783,11,6,10,15
47.823,11,6,10,0
47.493,11,5,10,45
47.248,11,5,10,30
47.151,11,5,10,15
47.109,11,5,10,0
46.642,11,4,10,45
46.667,11,4,10,30
47.133,11,4,10,15
47.282,11,4,10,0
46.861,11,3,10,45
46.913,11,3,10,30
47.017,11,3,10,15
47.309,11,3,10,0
47.21,11,2,10,45
47.279,11,2,10,30
47.373,11,2,10,15
47.613,11,2,10,0
47.861,11,1,10,45
47.253,11,1,10,30
47.21,11,1,10,15
47.531,11,1,10,0
48.293,11,0,10,45
47.406,11,0,10,30
47.803,11,0,10,15
48.07,11,0,10,0
47.691,10,23,10,45
47.833,10,23,10,30
48.342,10,23,10,15
48.466,10,23,10,0
48.049,10,22,10,45
48.698,10,22,10,30
49.912,10,22,10,15
49.771,10,22,10,0
50.561,10,21,10,45
51.038,10,21,10,30
52.927,10,21,10,15
53.152,10,21,10,0
51.773,10,20,10,45
51.491,10,20,10,30
52.36,10,20,10,15
53.717,10,20,10,0
51.559,10,19,10,45
53.459,10,19,10,30
52.011,10,19,10,15
50.147,10,19,10,0
55.758,10,18,10,45
51.069,10,18,10,30
49.366,10,18,10,15
48.137,10,18,10,0
48.318,10,17,10,45
46.558,10,17,10,30
47.022,10,17,10,15
50.2,10,17,10,0
49.649,10,16,10,45
50.29,10,16,10,30
50.54,10,16,10,15
49.101,10,16,10,0
49.206,10,15,10,45
50.976,10,15,10,30
48.638,10,15,10,15
54.184,10,15,10,0
53.331,10,14,10,45
51.916,10,14,10,30
49.559,10,14,10,15
48.836,10,14,10,0
45.642,10,13,10,45
48.395,10,13,10,30
45.133,10,13,10,15
51.727,10,13,10,0
46.401,10,12,10,45
52.241,10,12,10,30
46.946,10,12,10,15
47.397,10,12,10,0
50.46,10,11,10,45
45.552,10,11,10,30
50.822,10,11,10,15
46.597,10,11,10,0
47.315,10,10,10,45
45.797,10,10,10,30
42.573,10,10,10,15
47.747,10,10,10,0
47.013,10,9,10,45
49.011,10,9,10,30
47.077,10,9,10,15
49.398,10,9,10,0
51.884,10,8,10,45
52.781,10,8,10,30
58.521,10,8,10,15
62.86,10,8,10,0
62.134,10,7,10,45
60.618,10,7,10,30
59.674,10,7,10,15
60.027,10,7,10,0
59.384,10,6,10,45
55.311,10,6,10,30
49.511,10,6,10,15
48.591,10,6,10,0
48.516,10,5,10,45
48.089,10,5,10,30
48.318,10,5,10,15
47.936,10,5,10,0
48.008,10,4,10,45
47.953,10,4,10,30
48.036,10,4,10,15
48.09,10,4,10,0
47.806,10,3,10,45
47.703,10,3,10,30
47.886,10,3,10,15
47.882,10,3,10,0
47.791,10,2,10,45
47.803,10,2,10,30
47.777,10,2,10,15
47.952,10,2,10,0
48.699,10,1,10,45
48.158,10,1,10,30
48.224,10,1,10,15
48.356,10,1,10,0
48.581,10,0,10,45
48.964,10,0,10,30
49.194,10,0,10,15
48.777,10,0,10,0
49.417,9,23,10,45
49.415,9,23,10,30
49.215,9,23,10,15
49.252,9,23,10,0
50.046,9,22,10,45
50.675,9,22,10,30
50.573,9,22,10,15
50.068,9,22,10,0
51.236,9,21,10,45
51.663,9,21,10,30
53.422,9,21,10,15
51.89,9,21,10,0
53.142,9,20,10,45
51.613,9,20,10,30
54.157,9,20,10,15
53.088,9,20,10,0
54.63,9,19,10,45
52.125,9,19,10,30
53.307,9,19,10,15
52.415,9,19,10,0
52.578,9,18,10,45
52.061,9,18,10,30
54.797,9,18,10,15
55.391,9,18,10,0
53.479,9,17,10,45
55.409,9,17,10,30
53.137,9,17,10,15
50.207,9,17,10,0
51.9,9,16,10,45
51.945,9,16,10,30
50.27,9,16,10,15
53.283,9,16,10,0
52.265,9,15,10,45
51.585,9,15,10,30
49.254,9,15,10,15
49.552,9,15,10,0
46.88,9,14,10,45
46.989,9,14,10,30
49.859,9,14,10,15
49.904,9,14,10,0
50.873,9,13,10,45
48.181,9,13,10,30
51.854,9,13,10,15
44.88,9,13,10,0
46.336,9,12,10,45
51.454,9,12,10,30
47.56,9,12,10,15
50.944,9,12,10,0
46.548,9,11,10,45
54.723,9,11,10,30
51.06,9,11,10,15
56.316,9,11,10,0
51.517,9,10,10,45
52.551,9,10,10,30
45.734,9,10,10,15
47.0,9,10,10,0
49.183,9,9,10,45
50.487,9,9,10,30
55.358,9,9,10,15
52.575,9,9,10,0
50.201,9,8,10,45
50.068,9,8,10,30
48.535,9,8,10,15
48.72,9,8,10,0
51.144,9,7,10,45
49.118,9,7,10,30
50.208,9,7,10,15
52.545,9,7,10,0
48.442,9,6,10,45
49.238,9,6,10,30
49.295,9,6,10,15
48.827,9,6,10,0
48.746,9,5,10,45
48.636,9,5,10,30
48.547,9,5,10,15
48.651,9,5,10,0
48.415,9,4,10,45
48.273,9,4,10,30
48.248,9,4,10,15
48.378,9,4,10,0
48.437,9,3,10,45
48.188,9,3,10,30
48.323,9,3,10,15
48.449,9,3,10,0
48.67,9,2,10,45
48.486,9,2,10,30
48.464,9,2,10,15
48.962,9,2,10,0
48.834,9,1,10,45
48.821,9,1,10,30
48.876,9,1,10,15
48.794,9,1,10,0
49.282,9,0,10,45
49.051,9,0,10,30
49.524,9,0,10,15
49.983,9,0,10,0
50.936,8,23,10,45
50.437,8,23,10,30
50.695,8,23,10,15
50.525,8,23,10,0
51.107,8,22,10,45
51.83,8,22,10,30
51.287,8,22,10,15
51.27,8,22,10,0
52.44,8,21,10,45
50.091,8,21,10,30
49.213,8,21,10,15
49.642,8,21,10,0
52.986,8,20,10,45
54.224,8,20,10,30
53.608,8,20,10,15
52.206,8,20,10,0
50.932,8,19,10,45
52.368,8,19,10,30
52.204,8,19,10,15
51.75,8,19,10,0
52.478,8,18,10,45
52.985,8,18,10,30
48.873,8,18,10,15
48.511,8,18,10,0
50.109,8,17,10,45
49.16,8,17,10,30
49.353,8,17,10,15
45.914,8,17,10,0
44.872,8,16,10,45
50.936,8,16,10,30
51.434,8,16,10,15
50.163,8,16,10,0
45.391,8,15,10,45
45.729,8,15,10,30
44.303,8,15,10,15
44.539,8,15,10,0
49.945,8,14,10,45
52.445,8,14,10,30
53.203,8,14,10,15
52.736,8,14,10,0
53.135,8,13,10,45
52.193,8,13,10,30
49.035,8,13,10,15
50.952,8,13,10,0
53.083,8,12,10,45
49.273,8,12,10,30
48.15,8,12,10,15
46.753,8,12,10,0
46.392,8,11,10,45
48.775,8,11,10,30
49.423,8,11,10,15
49.168,8,11,10,0
45.754,8,10,10,45
49.323,8,10,10,30
48.124,8,10,10,15
50.936,8,10,10,0
50.462,8,9,10,45
50.278,8,9,10,30
50.968,8,9,10,15
49.918,8,9,10,0
46.436,8,8,10,45
47.74,8,8,10,30
51.184,8,8,10,15
47.608,8,8,10,0
50.209,8,7,10,45
46.26,8,7,10,30
47.806,8,7,10,15
48.882,8,7,10,0
51.804,8,6,10,45
48.59,8,6,10,30
49.943,8,6,10,15
49.56,8,6,10,0
49.379,8,5,10,45
49.127,8,5,10,30
48.765,8,5,10,15
48.752,8,5,10,0
48.631,8,4,10,45
48.754,8,4,10,30
48.664,8,4,10,15
48.717,8,4,10,0
48.446,8,3,10,45
48.227,8,3,10,30
48.391,8,3,10,15
48.397,8,3,10,0
48.764,8,2,10,45
48.412,8,2,10,30
48.429,8,2,10,15
48.612,8,2,10,0
48.608,8,1,10,45
48.889,8,1,10,30
49.065,8,1,10,15
49.216,8,1,10,0
49.059,8,0,10,45
49.045,8,0,10,30
50.12,8,0,10,15
49.674,8,0,10,0
49.695,7,23,10,45
49.898,7,23,10,30
49.293,7,23,10,15
50.326,7,23,10,0
49.634,7,22,10,45
49.501,7,22,10,30
49.862,7,22,10,15
50.224,7,22,10,0
50.195,7,21,10,45
51.053,7,21,10,30
50.039,7,21,10,15
50.461,7,21,10,0
50.824,7,20,10,45
50.379,7,20,10,30
50.381,7,20,10,15
50.869,7,20,10,0
50.929,7,19,10,45
50.304,7,19,10,30
51.056,7,19,10,15
50.986,7,19,10,0
50.904,7,18,10,45
51.128,7,18,10,30
49.87,7,18,10,15
47.636,7,18,10,0
47.139,7,17,10,45
47.514,7,17,10,30
48.036,7,17,10,15
48.391,7,17,10,0
46.592,7,16,10,45
47.782,7,16,10,30
46.559,7,16,10,15
47.397,7,16,10,0
47.176,7,15,10,45
48.041,7,15,10,30
49.731,7,15,10,15
46.697,7,15,10,0
49.728,7,14,10,45
50.482,7,14,10,30
51.848,7,14,10,15
49.731,7,14,10,0
48.353,7,13,10,45
46.776,7,13,10,30
48.059,7,13,10,15
44.404,7,13,10,0
50.433,7,12,10,45
48.951,7,12,10,30
53.731,7,12,10,15
54.592,7,12,10,0
51.494,7,11,10,45
54.138,7,11,10,30
50.635,7,11,10,15
51.183,7,11,10,0
52.416,7,10,10,45
50.931,7,10,10,30
54.087,7,10,10,15
47.371,7,10,10,0
49.491,7,9,10,45
47.928,7,9,10,30
49.136,7,9,10,15
46.266,7,9,10,0
50.828,7,8,10,45
46.768,7,8,10,30
48.456,7,8,10,15
52.443,7,8,10,0
47.11,7,7,10,45
50.72,7,7,10,30
48.376,7,7,10,15
53.258,7,7,10,0
49.013,7,6,10,45
50.231,7,6,10,30
49.639,7,6,10,15
49.324,7,6,10,0
48.798,7,5,10,45
48.647,7,5,10,30
48.86,7,5,10,15
48.611,7,5,10,0
48.374,7,4,10,45
48.451,7,4,10,30
48.874,7,4,10,15
48.771,7,4,10,0
48.548,7,3,10,45
48.468,7,3,10,30
48.356,7,3,10,15
48.371,7,3,10,0
48.185,7,2,10,45
48.482,7,2,10,30
48.616,7,2,10,15
48.767,7,2,10,0
49.062,7,1,10,45
49.262,7,1,10,30
49.074,7,1,10,15
49.297,7,1,10,0
49.132,7,0,10,45
49.0,7,0,10,30
49.472,7,0,10,15
48.596,7,0,10,0
48.628,6,23,10,45
50.209,6,23,10,30
50.569,6,23,10,15
49.691,6,23,10,0
50.072,6,22,10,45
49.734,6,22,10,30
50.272,6,22,10,15
50.01,6,22,10,0
49.025,6,21,10,45
49.394,6,21,10,30
50.14,6,21,10,15
50.341,6,21,10,0
49.944,6,20,10,45
49.607,6,20,10,30
50.78,6,20,10,15
49.02,6,20,10,0
49.112,6,19,10,45
49.634,6,19,10,30
49.521,6,19,10,15
49.336,6,19,10,0
48.397,6,18,10,45
50.679,6,18,10,30
47.523,6,18,10,15
46.632,6,18,10,0
46.666,6,17,10,45
46.678,6,17,10,30
46.989,6,17,10,15
46.722,6,17,10,0
46.069,6,16,10,45
46.517,6,16,10,30
46.677,6,16,10,15
46.299,6,16,10,0
45.699,6,15,10,45
47.579,6,15,10,30
46.421,6,15,10,15
47.511,6,15,10,0
46.705,6,14,10,45
46.887,6,14,10,30
46.119,6,14,10,15
47.077,6,14,10,0
47.532,6,13,10,45
46.916,6,13,10,30
47.152,6,13,10,15
47.07,6,13,10,0
46.363,6,12,10,45
46.398,6,12,10,30
46.416,6,12,10,15
46.536,6,12,10,0
46.557,6,11,10,45
45.393,6,11,10,30
44.362,6,11,10,15
45.814,6,11,10,0
46.05,6,10,10,45
46.167,6,10,10,30
46.068,6,10,10,15
46.289,6,10,10,0
46.368,6,9,10,45
46.012,6,9,10,30
45.328,6,9,10,15
45.601,6,9,10,0
45.816,6,8,10,45
45.813,6,8,10,30
45.4,6,8,10,15
45.422,6,8,10,0
46.029,6,7,10,45
46.026,6,7,10,30
48.309,6,7,10,15
48.563,6,7,10,0
48.573,6,6,10,45
48.464,6,6,10,30
48.099,6,6,10,15
48.201,6,6,10,0
48.217,6,5,10,45
48.289,6,5,10,30
48.222,6,5,10,15
48.285,6,5,10,0
48.36,6,4,10,45
48.252,6,4,10,30
48.119,6,4,10,15
48.128,6,4,10,0
48.303,6,3,10,45
48.719,6,3,10,30
48.202,6,3,10,15
48.25,6,3,10,0
48.377,6,2,10,45
48.241,6,2,10,30
48.248,6,2,10,15
48.379,6,2,10,0
48.728,6,1,10,45
48.169,6,1,10,30
48.354,6,1,10,15
48.575,6,1,10,0
48.935,6,0,10,45
49.133,6,0,10,30
48.971,6,0,10,15
49.324,6,0,10,0
48.879,5,23,10,45
48.923,5,23,10,30
48.947,5,23,10,15
48.629,5,23,10,0
48.555,5,22,10,45
48.973,5,22,10,30
48.977,5,22,10,15
49.87,5,22,10,0
49.156,5,21,10,45
49.058,5,21,10,30
49.053,5,21,10,15
48.469,5,21,10,0
49.223,5,20,10,45
49.34,5,20,10,30
48.883,5,20,10,15
49.51,5,20,10,0
49.29,5,19,10,45
49.832,5,19,10,30
49.944,5,19,10,15
49.851,5,19,10,0
49.511,5,18,10,45
49.747,5,18,10,30
47.104,5,18,10,15
47.064,5,18,10,0
46.648,5,17,10,45
46.183,5,17,10,30
47.055,5,17,10,15
46.8,5,17,10,0
46.895,5,16,10,45
46.738,5,16,10,30
46.799,5,16,10,15
47.176,5,16,10,0
46.926,5,15,10,45
46.87,5,15,10,30
46.812,5,15,10,15
47.538,5,15,10,0
46.879,5,14,10,45
46.175,5,14,10,30
47.091,5,14,10,15
46.951,5,14,10,0
46.734,5,13,10,45
47.477,5,13,10,30
46.897,5,13,10,15
46.87,5,13,10,0
46.298,5,12,10,45
46.262,5,12,10,30
47.592,5,12,10,15
46.161,5,12,10,0
47.927,5,11,10,45
48.024,5,11,10,30
46.81,5,11,10,15
46.372,5,11,10,0
47.009,5,10,10,45
46.556,5,10,10,30
46.707,5,10,10,15
45.904,5,10,10,0
47.108,5,9,10,45
46.643,5,9,10,30
46.74,5,9,10,15
46.155,5,9,10,0
45.01,5,8,10,45
47.35,5,8,10,30
47.049,5,8,10,15
47.114,5,8,10,0
46.792,5,7,10,45
46.549,5,7,10,30
49.039,5,7,10,15
49.168,5,7,10,0
48.549,5,6,10,45
48.477,5,6,10,30
48.767,5,6,10,15
48.766,5,6,10,0
48.168,5,5,10,45
48.179,5,5,10,30
48.24,5,5,10,15
48.308,5,5,10,0
48.312,5,4,10,45
48.519,5,4,10,30
48.44,5,4,10,15
48.347,5,4,10,0
48.72,5,3,10,45
48.765,5,3,10,30
48.655,5,3,10,15
48.708,5,3,10,0
48.651,5,2,10,45
48.453,5,2,10,30
48.54,5,2,10,15
48.409,5,2,10,0
48.244,5,1,10,45
48.434,5,1,10,30
49.048,5,1,10,15
48.977,5,1,10,0
49.91,5,0,10,45
49.254,5,0,10,30
49.434,5,0,10,15
49.367,5,0,10,0
49.434,4,23,10,45
49.108,4,23,10,30
49.22,4,23,10,15
49.622,4,23,10,0
49.603,4,22,10,45
49.556,4,22,10,30
50.475,4,22,10,15
50.65,4,22,10,0
50.239,4,21,10,45
51.246,4,21,10,30
51.09,4,21,10,15
50.119,4,21,10,0
49.932,4,20,10,45
50.393,4,20,10,30
50.062,4,20,10,15
50.551,4,20,10,0
51.051,4,19,10,45
51.882,4,19,10,30
52.016,4,19,10,15
51.15,4,19,10,0
51.125,4,18,10,45
51.454,4,18,10,30
46.866,4,18,10,15
49.575,4,18,10,0
48.657,4,17,10,45
49.494,4,17,10,30
50.276,4,17,10,15
50.182,4,17,10,0
45.898,4,16,10,45
48.819,4,16,10,30
48.891,4,16,10,15
46.805,4,16,10,0
47.143,4,15,10,45
48.855,4,15,10,30
49.799,4,15,10,15
49.423,4,15,10,0
48.929,4,14,10,45
49.86,4,14,10,30
50.743,4,14,10,15
53.082,4,14,10,0
52.193,4,13,10,45
46.824,4,13,10,30
46.396,4,13,10,15
52.209,4,13,10,0
46.92,4,12,10,45
51.28,4,12,10,30
47.652,4,12,10,15
49.373,4,12,10,0
49.271,4,11,10,45
41.582,4,11,10,30
46.123,4,11,10,15
52.658,4,11,10,0
52.163,4,10,10,45
47.678,4,10,10,30
56.782,4,10,10,15
48.86,4,10,10,0
49.335,4,9,10,45
43.491,4,9,10,30
50.01,4,9,10,15
51.847,4,9,10,0
41.812,4,8,10,45
47.713,4,8,10,30
51.192,4,8,10,15
46.387,4,8,10,0
47.154,4,7,10,45
49.462,4,7,10,30
48.147,4,7,10,15
51.884,4,7,10,0
48.971,4,6,10,45
48.926,4,6,10,30
49.392,4,6,10,15
48.961,4,6,10,0
48.867,4,5,10,45
48.519,4,5,10,30
48.336,4,5,10,15
48.319,4,5,10,0
48.359,4,4,10,45
48.176,4,4,10,30
48.666,4,4,10,15
48.655,4,4,10,0
47.93,4,3,10,45
47.875,4,3,10,30
47.971,4,3,10,15
48.149,4,3,10,0
48.317,4,2,10,45
48.149,4,2,10,30
48.19,4,2,10,15
48.495,4,2,10,0
48.896,4,1,10,45
48.528,4,1,10,30
48.702,4,1,10,15
49.026,4,1,10,0
49.203,4,0,10,45
49.613,4,0,10,30
50.553,4,0,10,15
51.062,4,0,10,0
50.502,3,23,10,45
50.563,3,23,10,30
50.338,3,23,10,15
50.917,3,23,10,0
52.065,3,22,10,45
52.32,3,22,10,30
53.29,3,22,10,15
51.973,3,22,10,0
52.627,3,21,10,45
53.866,3,21,10,30
51.131,3,21,10,15
51.371,3,21,10,0
50.944,3,20,10,45
54.018,3,20,10,30
57.099,3,20,10,15
55.634,3,20,10,0
53.992,3,19,10,45
52.002,3,19,10,30
53.695,3,19,10,15
55.007,3,19,10,0
51.951,3,18,10,45
59.678,3,18,10,30
48.266,3,18,10,15
49.928,3,18,10,0
50.009,3,17,10,45
52.492,3,17,10,30
49.138,3,17,10,15
52.602,3,17,10,0
52.116,3,16,10,45
52.668,3,16,10,30
49.345,3,16,10,15
49.336,3,16,10,0
50.107,3,15,10,45
49.586,3,15,10,30
50.41,3,15,10,15
49.388,3,15,10,0
49.739,3,14,10,45
43.716,3,14,10,30
46.837,3,14,10,15
48.313,3,14,10,0
46.275,3,13,10,45
44.283,3,13,10,30
49.586,3,13,10,15
46.741,3,13,10,0
49.345,3,12,10,45
44.463,3,12,10,30
49.714,3,12,10,15
49.005,3,12,10,0
50.966,3,11,10,45
48.251,3,11,10,30
52.227,3,11,10,15
48.947,3,11,10,0
50.832,3,10,10,45
44.742,3,10,10,30
49.344,3,10,10,15
43.729,3,10,10,0
47.122,3,9,10,45
52.828,3,9,10,30
48.653,3,9,10,15
44.134,3,9,10,0
47.096,3,8,10,45
49.252,3,8,10,30
47.171,3,8,10,15
50.538,3,8,10,0
46.175,3,7,10,45
49.152,3,7,10,30
48.159,3,7,10,15
49.819,3,7,10,0
47.323,3,6,10,45
49.973,3,6,10,30
49.972,3,6,10,15
50.645,3,6,10,0
49.744,3,5,10,45
49.075,3,5,10,30
48.669,3,5,10,15
48.528,3,5,10,0
48.468,3,4,10,45
49.182,3,4,10,30
49.576,3,4,10,15
48.844,3,4,10,0
48.138,3,3,10,45
48.514,3,3,10,30
49.505,3,3,10,15
49.448,3,3,10,0
49.06,3,2,10,45
48.625,3,2,10,30
49.072,3,2,10,15
48.532,3,2,10,0
49.728,3,1,10,45
48.885,3,1,10,30
49.932,3,1,10,15
49.337,3,1,10,0
50.159,3,0,10,45
49.612,3,0,10,30
50.268,3,0,10,15
50.862,3,0,10,0
50.573,2,23,10,45
51.63,2,23,10,30
50.365,2,23,10,15
51.544,2,23,10,0
51.65,2,22,10,45
50.705,2,22,10,30
51.569,2,22,10,15
51.211,2,22,10,0
51.056,2,21,10,45
51.871,2,21,10,30
52.886,2,21,10,15
53.364,2,21,10,0
52.498,2,20,10,45
51.652,2,20,10,30
52.676,2,20,10,15
55.007,2,20,10,0
53.536,2,19,10,45
53.439,2,19,10,30
52.217,2,19,10,15
52.318,2,19,10,0
51.165,2,18,10,45
50.264,2,18,10,30
48.301,2,18,10,15
49.181,2,18,10,0
49.068,2,17,10,45
48.491,2,17,10,30
49.265,2,17,10,15
47.988,2,17,10,0
